
Active Connections

  Proto  Local Address          Foreign Address        State           PID
  TCP    127.0.0.1:57594        127.0.0.1:1408         ESTABLISHED     9204
  TCP    127.0.0.1:57598        127.0.0.1:1408         ESTABLISHED     9204
  TCP    127.0.0.1:57600        127.0.0.1:1408         ESTABLISHED     9204
  TCP    127.0.0.1:57746        127.0.0.1:1408         TIME_WAIT       0
  TCP    127.0.0.1:57748        127.0.0.1:1408         TIME_WAIT       0
  TCP    127.0.0.1:57752        127.0.0.1:1408         TIME_WAIT       0
  TCP    127.0.0.1:57754        127.0.0.1:1408         TIME_WAIT       0
  TCP    127.0.0.1:57773        127.0.0.1:1408         ESTABLISHED     14844
  TCP    127.0.0.1:57776        127.0.0.1:1408         ESTABLISHED     14844
  TCP    127.0.0.1:57780        127.0.0.1:1408         ESTABLISHED     14844
  TCP    127.0.0.1:57782        127.0.0.1:1408         ESTABLISHED     14844
  TCP    127.0.0.1:57803        127.0.0.1:1408         TIME_WAIT       0
  TCP    127.0.0.1:57805        127.0.0.1:1408         TIME_WAIT       0
  TCP    127.0.0.1:57809        127.0.0.1:1408         TIME_WAIT       0
  TCP    127.0.0.1:57812        127.0.0.1:1408         TIME_WAIT       0
  TCP    127.0.0.1:57819        127.0.0.1:1408         ESTABLISHED     12680
  TCP    127.0.0.1:57822        127.0.0.1:1408         ESTABLISHED     12680
  TCP    127.0.0.1:57826        127.0.0.1:1408         ESTABLISHED     12680
  TCP    127.0.0.1:57828        127.0.0.1:1408         ESTABLISHED     12680
  TCP    127.0.0.1:57834        127.0.0.1:1408         TIME_WAIT       0
  TCP    127.0.0.1:57841        127.0.0.1:1408         ESTABLISHED     11592
  TCP    127.0.0.1:57844        127.0.0.1:1408         ESTABLISHED     11592
  TCP    127.0.0.1:57848        127.0.0.1:1408         ESTABLISHED     11592
  TCP    127.0.0.1:57850        127.0.0.1:1408         ESTABLISHED     11592
  TCP    192.168.12.3:3389      62.16.15.144:65424     ESTABLISHED     96
  TCP    192.168.12.3:3389      88.214.10.191:61391    ESTABLISHED     96
  TCP    192.168.12.3:3389      193.142.146.216:37630  ESTABLISHED     96
  TCP    192.168.12.3:49674     20.199.120.85:443      ESTABLISHED     1212
  TCP    192.168.12.3:49692     20.199.120.85:443      ESTABLISHED     6072
  TCP    192.168.12.3:49706     20.199.120.85:443      ESTABLISHED     9196
  TCP    192.168.12.3:53400     54.245.175.237:443     ESTABLISHED     10576
  TCP    192.168.12.3:53531     20.54.37.73:443        ESTABLISHED     11024
  TCP    192.168.12.3:53948     34.216.162.26:443      ESTABLISHED     3108
  TCP    192.168.12.3:54328     135.181.7.49:443       ESTABLISHED     3108
  TCP    192.168.12.3:54633     20.199.120.85:443      ESTABLISHED     4664
  TCP    192.168.12.3:55531     135.181.7.49:443       ESTABLISHED     10576
  TCP    192.168.12.3:56131     135.181.7.49:443       ESTABLISHED     9996
  TCP    192.168.12.3:56350     135.181.7.49:443       ESTABLISHED     7532
  TCP    192.168.12.3:56464     135.181.7.49:443       ESTABLISHED     692
  TCP    192.168.12.3:57691     135.181.7.49:443       CLOSE_WAIT      7532
  TCP    192.168.12.3:57693     135.181.7.49:443       CLOSE_WAIT      692
  TCP    192.168.12.3:57733     135.181.7.49:443       ESTABLISHED     9996
  TCP    192.168.12.3:57788     34.117.237.239:443     TIME_WAIT       0
  TCP    192.168.12.3:57789     35.227.207.240:443     TIME_WAIT       0
  TCP    192.168.12.3:57791     13.33.246.38:443       TIME_WAIT       0
  TCP    192.168.12.3:57792     152.199.19.160:443     ESTABLISHED     4956
  TCP    192.168.12.3:57793     152.199.19.160:443     ESTABLISHED     5980
  TCP    192.168.12.3:65468     20.199.120.85:443      ESTABLISHED     7444
  TCP    [::1]:3389             [::1]:53994            ESTABLISHED     96
  TCP    [::1]:49131            [::1]:57448            ESTABLISHED     18384
  TCP    [::1]:49141            [::1]:57851            ESTABLISHED     11592
  TCP    [::1]:49150            [::1]:57592            ESTABLISHED     9204
  TCP    [::1]:49171            [::1]:57775            ESTABLISHED     14844
  TCP    [::1]:49180            [::1]:57829            ESTABLISHED     12680
  TCP    [::1]:53994            [::1]:3389             ESTABLISHED     3752
  TCP    [::1]:57448            [::1]:49131            ESTABLISHED     15356
  TCP    [::1]:57592            [::1]:49150            ESTABLISHED     17776
  TCP    [::1]:57755            [::1]:49140            TIME_WAIT       0
  TCP    [::1]:57775            [::1]:49171            ESTABLISHED     9652
  TCP    [::1]:57798            [::1]:49181            TIME_WAIT       0
  TCP    [::1]:57802            [::1]:49181            TIME_WAIT       0
  TCP    [::1]:57811            [::1]:49181            TIME_WAIT       0
  TCP    [::1]:57815            [::1]:49180            TIME_WAIT       0
  TCP    [::1]:57821            [::1]:49180            TIME_WAIT       0
  TCP    [::1]:57829            [::1]:49180            ESTABLISHED     17080
  TCP    [::1]:57837            [::1]:49141            TIME_WAIT       0
  TCP    [::1]:57842            [::1]:49141            TIME_WAIT       0
  TCP    [::1]:57851            [::1]:49141            ESTABLISHED     17708
