"Period","Recorder","LineNumber","Active","PriceType","ItemKey","Price"
"01.11.2018 12:32:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7b","18","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59eeffe","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf11df09c894a","500"
"01.11.2018 12:32:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7c","1","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef002","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c5fb","466,1"
"01.11.2018 12:32:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7c","2","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef002","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c5fc","440,68"
"01.11.2018 12:32:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7c","3","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef002","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c5fd","440,68"
"01.11.2018 12:32:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7c","4","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef002","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c5fe","466,1"
"01.11.2018 12:32:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7c","5","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef002","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c5ff","466,1"
"01.11.2018 12:32:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7c","6","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef002","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c600","338,98"
"01.11.2018 12:32:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7c","7","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef002","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c601","338,98"
"01.11.2018 12:32:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7c","8","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef002","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c602","296,61"
"01.11.2018 12:32:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7c","9","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef002","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c603","296,61"
"01.11.2018 12:32:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7c","10","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef002","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c604","648,15"
"01.11.2018 12:32:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7c","11","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef002","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c605","648,15"
"01.11.2018 12:32:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7c","12","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef002","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c606","601,85"
"01.11.2018 12:32:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7c","13","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef002","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c607","601,85"
"01.11.2018 12:32:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7c","14","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef002","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c608","462,96"
"01.11.2018 12:32:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7c","15","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef002","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c609","648,15"
"01.11.2018 12:32:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7d","1","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef003","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c5fb","442,8"
"01.11.2018 12:32:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7d","2","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef003","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c5fc","418,65"
"01.11.2018 12:32:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7d","3","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef003","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c5fd","418,65"
"01.11.2018 12:32:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7d","4","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef003","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c5fe","442,8"
"01.11.2018 12:32:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7d","5","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef003","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c5ff","442,8"
"01.11.2018 12:32:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7d","6","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef003","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c600","271,18"
"01.11.2018 12:32:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7d","7","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef003","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c601","271,18"
"01.11.2018 12:32:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7d","8","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef003","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c602","237,29"
"01.11.2018 12:32:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7d","9","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef003","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c603","237,29"
"01.11.2018 12:32:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7d","10","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef003","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c604","615,74"
"01.11.2018 12:32:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7d","11","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef003","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c605","615,74"
"01.11.2018 12:32:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7d","12","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef003","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c606","571,75"
"01.11.2018 12:32:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7e","1","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef004","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c5fb","349"
"01.11.2018 12:32:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7e","2","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef004","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c5fc","330"
"01.11.2018 12:32:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7e","3","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef004","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c5fd","330"
"01.11.2018 12:32:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7e","4","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef004","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c5fe","350"
"01.11.2018 12:32:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7e","5","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef004","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c5ff","350"
"01.11.2018 12:32:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7e","6","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef004","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c600","240"
"01.11.2018 12:32:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7e","7","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef004","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c601","240"
"01.11.2018 12:32:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7e","8","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef004","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c602","207"
"01.11.2018 12:32:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7e","9","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef004","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c603","207"
"01.11.2018 12:32:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7e","10","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef004","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c604","583"
"01.11.2018 12:32:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7e","11","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef004","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c605","583"
"01.11.2018 12:32:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7e","12","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef004","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c606","540"
"03.11.2018 10:24:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7f","1","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef000","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c5fb","522,5"
"03.11.2018 10:24:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7f","2","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef000","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c5fc","494"
"03.11.2018 10:24:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7f","3","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef000","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c5fd","494"
"03.11.2018 10:24:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7f","4","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef000","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c5fe","522,5"
"03.11.2018 10:24:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7f","5","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef000","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c5ff","522,5"
"03.11.2018 10:24:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7f","6","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef000","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c600","320"
"03.11.2018 10:24:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7f","7","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef000","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c601","320"
"03.11.2018 10:24:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7f","8","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef000","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c602","280"
"03.11.2018 10:24:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7f","9","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef000","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c603","280"
"03.11.2018 10:24:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7f","10","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef000","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c604","600"
"03.11.2018 10:24:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7f","11","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef000","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c605","600"
"03.11.2018 10:24:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb7f","12","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef000","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c606","250"
"05.11.2018 10:24:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb80","1","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef001","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c5fb","411"
"05.11.2018 10:24:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb80","2","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef001","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c5fc","389"
"05.11.2018 10:24:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb80","3","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef001","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c5fd","389"
"05.11.2018 10:24:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb80","4","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef001","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c5fe","413"
"05.11.2018 10:24:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb80","5","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef001","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c5ff","413"
"05.11.2018 10:24:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb80","6","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef001","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c600","283"
"05.11.2018 10:24:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb80","7","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef001","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c601","283"
"05.11.2018 10:24:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb80","8","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef001","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c602","244"
"05.11.2018 10:24:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb80","9","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef001","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c603","244"
"05.11.2018 10:24:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb80","10","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef001","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c604","550"
"05.11.2018 10:24:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb80","11","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef001","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c605","550"
"05.11.2018 10:24:21","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf118bdb7bb80","12","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59ef001","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c606","240"
"18.11.2017 12:00:00","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf12effe70fb9","1","True","e1cib/data/Catalog.PriceTypes?ref=aa78120ed92fbced11eaf114c59eeffe","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf11df09c894a","1 000"
"07.09.2020 20:46:09","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf12effe70fd8","1","True","e1cib/data/Catalog.PriceTypes?ref=aa6b120ed92fbced11eacd8baf320dc8","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c609","50"
"07.09.2020 20:46:09","e1cib/data/Document.PriceList?ref=aa78120ed92fbced11eaf12effe70fd8","2","True","e1cib/data/Catalog.PriceTypes?ref=aa6b120ed92fbced11eacd8baf320dc8","e1cib/data/Catalog.ItemKeys?ref=aa78120ed92fbced11eaf115bcc9c608","40"
