Image Name                     PID Session Name        Session#    Mem Usage
explorer.exe                  4664 RDP-Tcp#128                2     82В 996 K
explorer.exe                  6072                            3     70В 560 K
explorer.exe                  7444 RDP-Tcp#73                 4     93В 248 K
explorer.exe                  9196                            5     71В 056 K
explorer.exe                 11024 RDP-Tcp#82                 6    101В 512 K
firefox.exe                   3108 RDP-Tcp#128                2    289В 344 K
firefox.exe                   4084 RDP-Tcp#128                2    232В 748 K
firefox.exe                   4144 RDP-Tcp#82                 6    168В 728 K
firefox.exe                   6084 RDP-Tcp#128                2     31В 868 K
firefox.exe                   6224 RDP-Tcp#82                 6     32В 028 K
firefox.exe                   7604 RDP-Tcp#128                2     68В 508 K
firefox.exe                   8276 RDP-Tcp#128                2     72В 936 K
firefox.exe                   9760 RDP-Tcp#82                 6     16В 032 K
firefox.exe                  10576 RDP-Tcp#82                 6    357В 748 K
firefox.exe                  10820 RDP-Tcp#128                2     85В 788 K
firefox.exe                  13220 RDP-Tcp#82                 6    432В 388 K
firefox.exe                  13440 RDP-Tcp#82                 6     22В 280 K
firefox.exe                  14592 RDP-Tcp#82                 6    217В 148 K
firefox.exe                  14608 RDP-Tcp#128                2    116В 616 K
firefox.exe                  16544 RDP-Tcp#82                 6     78В 680 K
firefox.exe                  17276 RDP-Tcp#82                 6     53В 452 K
firefox.exe                  17916 RDP-Tcp#128                2     60В 760 K
fontdrvhost.exe               6716                            5      3В 228 K
fontdrvhost.exe              12024 RDP-Tcp#73                 4      6В 016 K
fontdrvhost.exe              16188                            3      3В 232 K
fontdrvhost.exe              17340 RDP-Tcp#82                 6      3В 768 K
GitHubDesktop.exe             4636 RDP-Tcp#82                 6    113В 408 K
GitHubDesktop.exe            12312 RDP-Tcp#82                 6     67В 672 K
GitHubDesktop.exe            12972 RDP-Tcp#82                 6     25В 408 K
GitHubDesktop.exe            16944 RDP-Tcp#82                 6     53В 920 K
IpOverUsbSvc.exe              2408 Services                   0     12В 552 K
java.exe                       692                            5    537В 736 K
java.exe                      6692                            3     38В 824 K
java.exe                      7280 RDP-Tcp#73                 4     39В 196 K
java.exe                      7532                            3    605В 608 K
java.exe                      9996 RDP-Tcp#73                 4    636В 072 K
java.exe                     10152                            5     38В 496 K
java.exe                     17472 RDP-Tcp#73                 4    488В 536 K
LogonUI.exe                   1008 Console                    1     42В 272 K
lsass.exe                      744 Services                   0     24В 580 K
msdtc.exe                     8180 Services                   0      9В 380 K
MsMpEng.exe                   2356 Services                   0    318В 516 K
NisSrv.exe                    3464 Services                   0     11В 504 K
notepad.exe                  11092 RDP-Tcp#82                 6     17В 760 K
OfficeClickToRun.exe          2184 Services                   0     46В 724 K
powershell.exe                 924 RDP-Tcp#73                 4    112В 652 K
powershell.exe                6652 RDP-Tcp#73                 4    104В 964 K
powershell.exe                7488 RDP-Tcp#73                 4    143В 612 K
powershell.exe                7956 RDP-Tcp#73                 4    119В 032 K
powershell.exe               12408 RDP-Tcp#73                 4    120В 760 K
powershell.exe               15060 RDP-Tcp#73                 4    105В 100 K
RDCMan.exe                    3752 RDP-Tcp#128                2    148В 240 K
rdpclip.exe                   4132 RDP-Tcp#128                2     10В 604 K
rdpclip.exe                   5480                            3      9В 736 K
rdpclip.exe                   6608 RDP-Tcp#73                 4     10В 624 K
rdpclip.exe                   8600                            5      9В 752 K
rdpclip.exe                  14616 RDP-Tcp#82                 6     10В 800 K
RuntimeBroker.exe             3796 RDP-Tcp#128                2     21В 744 K
RuntimeBroker.exe             5728                            3     22В 004 K
RuntimeBroker.exe             6588 RDP-Tcp#73                 4     32В 092 K
RuntimeBroker.exe             8872                            5     25В 128 K
RuntimeBroker.exe            13300 RDP-Tcp#82                 6     30В 884 K
SearchUI.exe                  4992 RDP-Tcp#128                2     37В 100 K
SearchUI.exe                  5932                            3     35В 152 K
SearchUI.exe                  7824 RDP-Tcp#73                 4     35В 232 K
SearchUI.exe                  9156                            5     35В 136 K
SearchUI.exe                 13136 RDP-Tcp#82                 6     53В 240 K
services.exe                   736 Services                   0      9В 292 K
ShellExperienceHost.exe       4900 RDP-Tcp#128                2     35В 368 K
ShellExperienceHost.exe       5804                            3     35В 096 K
ShellExperienceHost.exe       7700 RDP-Tcp#73                 4     35В 204 K
ShellExperienceHost.exe       9092                            5     35В 516 K
ShellExperienceHost.exe      14828 RDP-Tcp#82                 6     59В 584 K
sihost.exe                    4176 RDP-Tcp#128                2     18В 588 K
sihost.exe                    5512                            3     19В 084 K
sihost.exe                    6640 RDP-Tcp#73                 4     18В 880 K
sihost.exe                    8624                            5     18В 928 K
sihost.exe                   15648 RDP-Tcp#82                 6     19В 448 K
smss.exe                       404 Services                   0      1В 348 K
spoolsv.exe                   1684 Services                   0     21В 212 K
svchost.exe                     96 Services                   0    242В 592 K
svchost.exe                    472 Services                   0     27В 404 K
svchost.exe                    800 Services                   0     23В 512 K
svchost.exe                    848 Services                   0     23В 112 K
svchost.exe                    908 Services                   0     15В 880 K
svchost.exe                   1036 Services                   0     21В 180 K
svchost.exe                   1184 Services                   0     28В 468 K
svchost.exe                   1212 Services                   0     63В 420 K
svchost.exe                   1348 Services                   0     23В 972 K
svchost.exe                   1356 Services                   0      7В 508 K
svchost.exe                   1708 Services                   0     10В 248 K
svchost.exe                   2252 Services                   0      7В 944 K
svchost.exe                   2260 Services                   0     15В 796 K
svchost.exe                   2268 Services                   0     22В 388 K
svchost.exe                   2340 Services                   0     24В 072 K
svchost.exe                   3020 Services                   0      6В 636 K
svchost.exe                   4272 RDP-Tcp#128                2     19В 600 K
svchost.exe                   5524                            3     19В 568 K
svchost.exe                   6660 RDP-Tcp#73                 4     19В 584 K
svchost.exe                   8420 Services                   0      7В 164 K
svchost.exe                   8632                            5     19В 708 K
svchost.exe                  16336 RDP-Tcp#82                 6     19В 884 K
System                           4 Services                   0        140 K
System Idle Process              0 Services                   0          4 K
taskhostw.exe                 4312 RDP-Tcp#128                2     15В 356 K
taskhostw.exe                 5588                            3     13В 804 K
taskhostw.exe                 6368 RDP-Tcp#73                 4     15В 676 K
taskhostw.exe                 8680                            5     13В 612 K
taskhostw.exe                15904 RDP-Tcp#82                 6     17В 240 K
tasklist.exe                 15068 RDP-Tcp#73                 4      8В 036 K
Taskmgr.exe                   2296 RDP-Tcp#128                2     40В 964 K
wininit.exe                    596 Services                   0      5В 184 K
winlogon.exe                   668 Console                    1      8В 684 K
winlogon.exe                  3856 RDP-Tcp#128                2      7В 816 K
winlogon.exe                  5008                            3      8В 256 K
winlogon.exe                  5084                            5      8В 224 K
winlogon.exe                  7016 RDP-Tcp#73                 4      8В 316 K
winlogon.exe                 17968 RDP-Tcp#82                 6      8В 388 K
wlms.exe                      2456 Services                   0      3В 168 K
WmiPrvSE.exe                 12620 Services                   0     16В 004 K
