
Active Connections

  Proto  Local Address          Foreign Address        State           PID
  TCP    127.0.0.1:53409        127.0.0.1:53408        ESTABLISHED     13220
  TCP    127.0.0.1:53702        127.0.0.1:53703        ESTABLISHED     6224
  TCP    127.0.0.1:53703        127.0.0.1:53702        ESTABLISHED     6224
  TCP    127.0.0.1:53919        127.0.0.1:53920        ESTABLISHED     3108
  TCP    127.0.0.1:53920        127.0.0.1:53919        ESTABLISHED     3108
  TCP    127.0.0.1:53921        127.0.0.1:53922        ESTABLISHED     4084
  TCP    127.0.0.1:53922        127.0.0.1:53921        ESTABLISHED     4084
  TCP    127.0.0.1:53923        127.0.0.1:53924        ESTABLISHED     10820
  TCP    127.0.0.1:53924        127.0.0.1:53923        ESTABLISHED     10820
  TCP    127.0.0.1:53929        127.0.0.1:53930        ESTABLISHED     7604
  TCP    127.0.0.1:53930        127.0.0.1:53929        ESTABLISHED     7604
  TCP    127.0.0.1:53931        127.0.0.1:53932        ESTABLISHED     8276
  TCP    127.0.0.1:53932        127.0.0.1:53931        ESTABLISHED     8276
  TCP    127.0.0.1:53937        127.0.0.1:53938        ESTABLISHED     17916
  TCP    127.0.0.1:53938        127.0.0.1:53937        ESTABLISHED     17916
  TCP    127.0.0.1:53966        127.0.0.1:53967        ESTABLISHED     6084
  TCP    127.0.0.1:53967        127.0.0.1:53966        ESTABLISHED     6084
  TCP    127.0.0.1:54849        127.0.0.1:54850        ESTABLISHED     17472
  TCP    127.0.0.1:54850        127.0.0.1:54849        ESTABLISHED     17472
  TCP    127.0.0.1:54851        127.0.0.1:54852        ESTABLISHED     17472
  TCP    127.0.0.1:54852        127.0.0.1:54851        ESTABLISHED     17472
  TCP    127.0.0.1:54853        127.0.0.1:54854        ESTABLISHED     17472
  TCP    127.0.0.1:54854        127.0.0.1:54853        ESTABLISHED     17472
  TCP    127.0.0.1:54855        127.0.0.1:54856        ESTABLISHED     17472
  TCP    127.0.0.1:54856        127.0.0.1:54855        ESTABLISHED     17472
  TCP    127.0.0.1:54857        127.0.0.1:1408         ESTABLISHED     17472
  TCP    127.0.0.1:54858        127.0.0.1:54859        ESTABLISHED     2684
  TCP    127.0.0.1:54859        127.0.0.1:54858        ESTABLISHED     2684
  TCP    127.0.0.1:54900        127.0.0.1:1408         TIME_WAIT       0
  TCP    127.0.0.1:54901        127.0.0.1:1408         ESTABLISHED     1396
  TCP    127.0.0.1:54905        127.0.0.1:1408         TIME_WAIT       0
  TCP    127.0.0.1:54907        127.0.0.1:1408         ESTABLISHED     1396
  TCP    127.0.0.1:54914        127.0.0.1:1408         ESTABLISHED     1396
  TCP    127.0.0.1:54916        127.0.0.1:1408         TIME_WAIT       0
  TCP    127.0.0.1:54919        127.0.0.1:1408         ESTABLISHED     1396
  TCP    127.0.0.1:54920        127.0.0.1:1408         TIME_WAIT       0
  TCP    127.0.0.1:54926        127.0.0.1:1408         TIME_WAIT       0
  TCP    127.0.0.1:54929        127.0.0.1:1408         TIME_WAIT       0
  TCP    127.0.0.1:54933        127.0.0.1:1408         TIME_WAIT       0
  TCP    127.0.0.1:54935        127.0.0.1:1408         TIME_WAIT       0
  TCP    127.0.0.1:54942        127.0.0.1:1408         ESTABLISHED     6096
  TCP    127.0.0.1:54944        127.0.0.1:1408         ESTABLISHED     6096
  TCP    127.0.0.1:54949        127.0.0.1:1408         ESTABLISHED     6096
  TCP    127.0.0.1:54951        127.0.0.1:1408         ESTABLISHED     6096
  TCP    127.0.0.1:54962        127.0.0.1:1408         ESTABLISHED     9640
  TCP    127.0.0.1:54965        127.0.0.1:1408         ESTABLISHED     9640
  TCP    127.0.0.1:54969        127.0.0.1:1408         ESTABLISHED     9640
  TCP    127.0.0.1:54972        127.0.0.1:1408         ESTABLISHED     9640
  TCP    127.0.0.1:54976        127.0.0.1:1408         TIME_WAIT       0
  TCP    127.0.0.1:54979        127.0.0.1:1408         TIME_WAIT       0
  TCP    127.0.0.1:54983        127.0.0.1:1408         TIME_WAIT       0
  TCP    127.0.0.1:54985        127.0.0.1:1408         TIME_WAIT       0
  TCP    127.0.0.1:54992        127.0.0.1:1408         ESTABLISHED     17412
  TCP    127.0.0.1:54995        127.0.0.1:1408         ESTABLISHED     17412
  TCP    127.0.0.1:54999        127.0.0.1:1408         ESTABLISHED     17412
  TCP    127.0.0.1:55001        127.0.0.1:1408         ESTABLISHED     17412
  TCP    192.168.12.3:3389      62.16.15.144:65424     ESTABLISHED     96
  TCP    192.168.12.3:3389      87.251.75.207:13299    ESTABLISHED     96
  TCP    192.168.12.3:3389      88.214.10.191:61391    ESTABLISHED     96
  TCP    192.168.12.3:3389      91.241.19.60:9422      ESTABLISHED     96
  TCP    192.168.12.3:3389      94.232.41.84:48742     ESTABLISHED     96
  TCP    192.168.12.3:3389      193.142.146.216:52252  ESTABLISHED     96
  TCP    192.168.12.3:49674     20.199.120.85:443      ESTABLISHED     1212
  TCP    192.168.12.3:49692     20.199.120.85:443      ESTABLISHED     6072
  TCP    192.168.12.3:49706     20.199.120.85:443      ESTABLISHED     9196
  TCP    192.168.12.3:53400     54.245.175.237:443     ESTABLISHED     10576
  TCP    192.168.12.3:53531     20.54.37.73:443        ESTABLISHED     11024
  TCP    192.168.12.3:53741     135.181.7.49:443       ESTABLISHED     10576
  TCP    192.168.12.3:53948     34.216.162.26:443      ESTABLISHED     3108
  TCP    192.168.12.3:54328     135.181.7.49:443       ESTABLISHED     3108
  TCP    192.168.12.3:54633     20.199.120.85:443      ESTABLISHED     4664
  TCP    192.168.12.3:54693     135.181.7.49:443       ESTABLISHED     692
  TCP    192.168.12.3:54818     135.181.7.49:443       ESTABLISHED     9996
  TCP    192.168.12.3:54822     135.181.7.49:443       CLOSE_WAIT      7532
  TCP    192.168.12.3:54823     135.181.7.49:443       CLOSE_WAIT      692
  TCP    192.168.12.3:54841     135.181.7.49:443       ESTABLISHED     9996
  TCP    192.168.12.3:55002     135.181.7.49:443       ESTABLISHED     7532
  TCP    192.168.12.3:55003     34.117.237.239:443     ESTABLISHED     10576
  TCP    192.168.12.3:65468     20.199.120.85:443      ESTABLISHED     7444
  TCP    [::1]:3389             [::1]:53994            ESTABLISHED     96
  TCP    [::1]:48000            [::1]:54865            ESTABLISHED     9700
  TCP    [::1]:49010            [::1]:54906            ESTABLISHED     1396
  TCP    [::1]:49030            [::1]:54964            ESTABLISHED     9640
  TCP    [::1]:49040            [::1]:54948            ESTABLISHED     6096
  TCP    [::1]:49041            [::1]:54904            TIME_WAIT       0
  TCP    [::1]:49050            [::1]:54993            ESTABLISHED     17412
  TCP    [::1]:49051            [::1]:54978            TIME_WAIT       0
  TCP    [::1]:53994            [::1]:3389             ESTABLISHED     3752
  TCP    [::1]:54865            [::1]:48000            ESTABLISHED     5816
  TCP    [::1]:54906            [::1]:49010            ESTABLISHED     16600
  TCP    [::1]:54922            [::1]:49031            TIME_WAIT       0
  TCP    [::1]:54928            [::1]:49031            TIME_WAIT       0
  TCP    [::1]:54938            [::1]:49040            TIME_WAIT       0
  TCP    [::1]:54948            [::1]:49040            ESTABLISHED     11112
  TCP    [::1]:54957            [::1]:49030            TIME_WAIT       0
  TCP    [::1]:54964            [::1]:49030            ESTABLISHED     13640
  TCP    [::1]:54971            [::1]:49051            TIME_WAIT       0
  TCP    [::1]:54988            [::1]:49050            TIME_WAIT       0
  TCP    [::1]:54993            [::1]:49050            ESTABLISHED     11584
