
Active Connections

  Proto  Local Address          Foreign Address        State           PID
  TCP    127.0.0.1:53921        127.0.0.1:53922        ESTABLISHED     4084
  TCP    127.0.0.1:53922        127.0.0.1:53921        ESTABLISHED     4084
  TCP    127.0.0.1:53923        127.0.0.1:53924        ESTABLISHED     10820
  TCP    127.0.0.1:53924        127.0.0.1:53923        ESTABLISHED     10820
  TCP    127.0.0.1:53929        127.0.0.1:53930        ESTABLISHED     7604
  TCP    127.0.0.1:53930        127.0.0.1:53929        ESTABLISHED     7604
  TCP    127.0.0.1:53931        127.0.0.1:53932        ESTABLISHED     8276
  TCP    127.0.0.1:53932        127.0.0.1:53931        ESTABLISHED     8276
  TCP    127.0.0.1:53937        127.0.0.1:53938        ESTABLISHED     17916
  TCP    127.0.0.1:53938        127.0.0.1:53937        ESTABLISHED     17916
  TCP    127.0.0.1:53966        127.0.0.1:53967        ESTABLISHED     6084
  TCP    127.0.0.1:53967        127.0.0.1:53966        ESTABLISHED     6084
  TCP    127.0.0.1:54849        127.0.0.1:54850        ESTABLISHED     17472
  TCP    127.0.0.1:54850        127.0.0.1:54849        ESTABLISHED     17472
  TCP    127.0.0.1:54851        127.0.0.1:54852        ESTABLISHED     17472
  TCP    127.0.0.1:54852        127.0.0.1:54851        ESTABLISHED     17472
  TCP    127.0.0.1:54853        127.0.0.1:54854        ESTABLISHED     17472
  TCP    127.0.0.1:54854        127.0.0.1:54853        ESTABLISHED     17472
  TCP    127.0.0.1:54855        127.0.0.1:54856        ESTABLISHED     17472
  TCP    127.0.0.1:54856        127.0.0.1:54855        ESTABLISHED     17472
  TCP    127.0.0.1:54857        127.0.0.1:1408         ESTABLISHED     17472
  TCP    127.0.0.1:54858        127.0.0.1:54859        ESTABLISHED     2684
  TCP    127.0.0.1:54859        127.0.0.1:54858        ESTABLISHED     2684
  TCP    127.0.0.1:59174        127.0.0.1:1408         TIME_WAIT       0
  TCP    127.0.0.1:59177        127.0.0.1:1408         TIME_WAIT       0
  TCP    127.0.0.1:59182        127.0.0.1:1408         TIME_WAIT       0
  TCP    127.0.0.1:59184        127.0.0.1:1408         TIME_WAIT       0
  TCP    127.0.0.1:59207        127.0.0.1:1408         ESTABLISHED     14840
  TCP    127.0.0.1:59210        127.0.0.1:1408         ESTABLISHED     14840
  TCP    127.0.0.1:59214        127.0.0.1:1408         ESTABLISHED     14840
  TCP    127.0.0.1:59216        127.0.0.1:1408         ESTABLISHED     14840
  TCP    127.0.0.1:59230        127.0.0.1:1408         ESTABLISHED     12544
  TCP    127.0.0.1:59233        127.0.0.1:1408         ESTABLISHED     12544
  TCP    127.0.0.1:59237        127.0.0.1:1408         ESTABLISHED     12544
  TCP    127.0.0.1:59239        127.0.0.1:1408         ESTABLISHED     12544
  TCP    127.0.0.1:59268        127.0.0.1:1408         TIME_WAIT       0
  TCP    127.0.0.1:59271        127.0.0.1:1408         TIME_WAIT       0
  TCP    127.0.0.1:59276        127.0.0.1:1408         TIME_WAIT       0
  TCP    127.0.0.1:59278        127.0.0.1:1408         TIME_WAIT       0
  TCP    127.0.0.1:59322        127.0.0.1:1408         ESTABLISHED     8008
  TCP    127.0.0.1:59325        127.0.0.1:1408         ESTABLISHED     8008
  TCP    127.0.0.1:59329        127.0.0.1:1408         ESTABLISHED     8008
  TCP    127.0.0.1:59331        127.0.0.1:1408         ESTABLISHED     8008
  TCP    127.0.0.1:59338        127.0.0.1:1408         ESTABLISHED     1980
  TCP    127.0.0.1:59341        127.0.0.1:1408         ESTABLISHED     1980
  TCP    127.0.0.1:59345        127.0.0.1:1408         ESTABLISHED     1980
  TCP    127.0.0.1:59347        127.0.0.1:1408         ESTABLISHED     1980
  TCP    127.0.0.1:59358        127.0.0.1:1408         ESTABLISHED     2520
  TCP    127.0.0.1:59361        127.0.0.1:1408         ESTABLISHED     2520
  TCP    127.0.0.1:59365        127.0.0.1:1408         ESTABLISHED     2520
  TCP    127.0.0.1:59367        127.0.0.1:1408         ESTABLISHED     2520
  TCP    127.0.0.1:59372        127.0.0.1:1408         TIME_WAIT       0
  TCP    127.0.0.1:59385        127.0.0.1:1408         TIME_WAIT       0
  TCP    127.0.0.1:59388        127.0.0.1:1408         TIME_WAIT       0
  TCP    127.0.0.1:59392        127.0.0.1:1408         TIME_WAIT       0
  TCP    127.0.0.1:59394        127.0.0.1:1408         TIME_WAIT       0
  TCP    192.168.12.3:3389      62.16.15.144:65424     ESTABLISHED     96
  TCP    192.168.12.3:3389      88.214.10.191:61391    ESTABLISHED     96
  TCP    192.168.12.3:3389      91.241.19.60:29034     ESTABLISHED     96
  TCP    192.168.12.3:3389      91.241.19.60:29424     ESTABLISHED     96
  TCP    192.168.12.3:3389      91.241.19.60:29805     ESTABLISHED     96
  TCP    192.168.12.3:3389      91.241.19.60:30538     ESTABLISHED     96
  TCP    192.168.12.3:49674     20.199.120.85:443      ESTABLISHED     1212
  TCP    192.168.12.3:49692     20.199.120.85:443      ESTABLISHED     6072
  TCP    192.168.12.3:49706     20.199.120.85:443      ESTABLISHED     9196
  TCP    192.168.12.3:53400     54.245.175.237:443     ESTABLISHED     10576
  TCP    192.168.12.3:53531     20.54.37.73:443        ESTABLISHED     11024
  TCP    192.168.12.3:53948     34.216.162.26:443      ESTABLISHED     3108
  TCP    192.168.12.3:54328     135.181.7.49:443       ESTABLISHED     3108
  TCP    192.168.12.3:54633     20.199.120.85:443      ESTABLISHED     4664
  TCP    192.168.12.3:55531     135.181.7.49:443       ESTABLISHED     10576
  TCP    192.168.12.3:58050     135.181.7.49:443       ESTABLISHED     9996
  TCP    192.168.12.3:58439     135.181.7.49:443       ESTABLISHED     7532
  TCP    192.168.12.3:58496     135.181.7.49:443       ESTABLISHED     692
  TCP    192.168.12.3:58534     135.181.7.49:443       CLOSE_WAIT      7532
  TCP    192.168.12.3:58546     135.181.7.49:443       CLOSE_WAIT      692
  TCP    192.168.12.3:59126     135.181.7.49:443       ESTABLISHED     9996
  TCP    192.168.12.3:59274     34.117.237.239:443     ESTABLISHED     3108
  TCP    192.168.12.3:59373     135.181.7.49:443       CLOSE_WAIT      9996
  TCP    192.168.12.3:59374     142.250.74.78:443      TIME_WAIT       0
  TCP    192.168.12.3:59375     135.181.7.49:443       ESTABLISHED     3108
  TCP    192.168.12.3:65468     20.199.120.85:443      ESTABLISHED     7444
  TCP    [::1]:3389             [::1]:53994            ESTABLISHED     96
  TCP    [::1]:48002            [::1]:58514            ESTABLISHED     16648
  TCP    [::1]:49261            [::1]:59396            ESTABLISHED     2520
  TCP    [::1]:49263            [::1]:59395            TIME_WAIT       0
  TCP    [::1]:49291            [::1]:59232            ESTABLISHED     12544
  TCP    [::1]:49300            [::1]:59324            ESTABLISHED     8008
  TCP    [::1]:49310            [::1]:59340            ESTABLISHED     1980
  TCP    [::1]:53994            [::1]:3389             ESTABLISHED     3752
  TCP    [::1]:58514            [::1]:48002            ESTABLISHED     17564
  TCP    [::1]:59176            [::1]:49180            TIME_WAIT       0
  TCP    [::1]:59232            [::1]:49291            ESTABLISHED     14356
  TCP    [::1]:59270            [::1]:49260            TIME_WAIT       0
  TCP    [::1]:59324            [::1]:49300            ESTABLISHED     11536
  TCP    [::1]:59340            [::1]:49310            ESTABLISHED     12248
  TCP    [::1]:59354            [::1]:49261            TIME_WAIT       0
  TCP    [::1]:59360            [::1]:49261            TIME_WAIT       0
  TCP    [::1]:59368            [::1]:49261            TIME_WAIT       0
  TCP    [::1]:59376            [::1]:49261            TIME_WAIT       0
  TCP    [::1]:59381            [::1]:49263            TIME_WAIT       0
  TCP    [::1]:59387            [::1]:49263            TIME_WAIT       0
  TCP    [::1]:59396            [::1]:49261            ESTABLISHED     15668
