
Active Connections

  Proto  Local Address          Foreign Address        State           PID
  TCP    127.0.0.1:58448        127.0.0.1:1408         TIME_WAIT       0
  TCP    127.0.0.1:58451        127.0.0.1:1408         TIME_WAIT       0
  TCP    127.0.0.1:58455        127.0.0.1:1408         TIME_WAIT       0
  TCP    127.0.0.1:58457        127.0.0.1:1408         TIME_WAIT       0
  TCP    127.0.0.1:58486        127.0.0.1:1408         ESTABLISHED     1080
  TCP    127.0.0.1:58489        127.0.0.1:1408         ESTABLISHED     1080
  TCP    127.0.0.1:58493        127.0.0.1:1408         ESTABLISHED     1080
  TCP    127.0.0.1:58495        127.0.0.1:1408         ESTABLISHED     1080
  TCP    127.0.0.1:58513        127.0.0.1:1408         TIME_WAIT       0
  TCP    192.168.12.3:3389      62.16.15.144:65424     ESTABLISHED     96
  TCP    192.168.12.3:3389      88.214.10.191:61391    ESTABLISHED     96
  TCP    192.168.12.3:3389      91.241.19.60:42403     ESTABLISHED     96
  TCP    192.168.12.3:3389      91.241.19.60:43103     ESTABLISHED     96
  TCP    192.168.12.3:3389      91.241.19.60:43229     ESTABLISHED     96
  TCP    192.168.12.3:3389      91.241.19.60:46411     ESTABLISHED     96
  TCP    192.168.12.3:49674     20.199.120.85:443      ESTABLISHED     1212
  TCP    192.168.12.3:49692     20.199.120.85:443      ESTABLISHED     6072
  TCP    192.168.12.3:49706     20.199.120.85:443      ESTABLISHED     9196
  TCP    192.168.12.3:53400     54.245.175.237:443     ESTABLISHED     10576
  TCP    192.168.12.3:53531     20.54.37.73:443        ESTABLISHED     11024
  TCP    192.168.12.3:53948     34.216.162.26:443      ESTABLISHED     3108
  TCP    192.168.12.3:54328     135.181.7.49:443       ESTABLISHED     3108
  TCP    192.168.12.3:54633     20.199.120.85:443      ESTABLISHED     4664
  TCP    192.168.12.3:55531     135.181.7.49:443       ESTABLISHED     10576
  TCP    192.168.12.3:57691     135.181.7.49:443       CLOSE_WAIT      7532
  TCP    192.168.12.3:57693     135.181.7.49:443       CLOSE_WAIT      692
  TCP    192.168.12.3:58050     135.181.7.49:443       ESTABLISHED     9996
  TCP    192.168.12.3:58438     135.181.7.49:443       ESTABLISHED     9996
  TCP    192.168.12.3:58439     135.181.7.49:443       ESTABLISHED     7532
  TCP    192.168.12.3:58496     135.181.7.49:443       ESTABLISHED     692
  TCP    192.168.12.3:58515     216.58.211.14:443      TIME_WAIT       0
  TCP    192.168.12.3:58516     135.181.7.49:443       ESTABLISHED     9996
  TCP    192.168.12.3:58517     135.181.7.49:443       ESTABLISHED     9996
  TCP    192.168.12.3:65468     20.199.120.85:443      ESTABLISHED     7444
  TCP    [::1]:3389             [::1]:53994            ESTABLISHED     96
  TCP    [::1]:48000            [::1]:58503            TIME_WAIT       0
  TCP    [::1]:48002            [::1]:58514            ESTABLISHED     16648
  TCP    [::1]:49180            [::1]:58354            ESTABLISHED     3344
  TCP    [::1]:49191            [::1]:58488            ESTABLISHED     1080
  TCP    [::1]:49202            [::1]:58311            ESTABLISHED     14768
  TCP    [::1]:49220            [::1]:58396            ESTABLISHED     16580
  TCP    [::1]:53994            [::1]:3389             ESTABLISHED     3752
  TCP    [::1]:58311            [::1]:49202            ESTABLISHED     7152
  TCP    [::1]:58354            [::1]:49180            ESTABLISHED     17080
  TCP    [::1]:58396            [::1]:49220            ESTABLISHED     17560
  TCP    [::1]:58450            [::1]:49210            TIME_WAIT       0
  TCP    [::1]:58488            [::1]:49191            ESTABLISHED     7240
  TCP    [::1]:58501            [::1]:48000            TIME_WAIT       0
  TCP    [::1]:58502            [::1]:48000            TIME_WAIT       0
  TCP    [::1]:58508            [::1]:48002            TIME_WAIT       0
  TCP    [::1]:58509            [::1]:48002            TIME_WAIT       0
  TCP    [::1]:58514            [::1]:48002            ESTABLISHED     17564
