"Ref","Key","CurrencyFrom","Rate","ReverseRate","ShowReverseRate","Multiplicity","MovementType","Amount"
"e1cib/data/Document.SalesInvoice?ref=b76197e183b782dc11eb6f75f1d83028","a4c0118e-1e6e-485d-af1e-29f91d9d20e9","e1cib/data/Catalog.Currencies?ref=aa78120ed92fbced11eaf113ba6c1856","5,6275","0,1777","False","1","e1cib/data/ChartOfCharacteristicTypes.CurrencyMovementType?ref=aa78120ed92fbced11eaf113ba6c185d","131 537,19"
"e1cib/data/Document.SalesInvoice?ref=b76197e183b782dc11eb6f75f1d83028","a4c0118e-1e6e-485d-af1e-29f91d9d20e9","e1cib/data/Catalog.Currencies?ref=aa78120ed92fbced11eaf113ba6c1856","1","1","False","1","e1cib/data/ChartOfCharacteristicTypes.CurrencyMovementType?ref=aa78120ed92fbced11eaf113ba6c185e","23 374"
"e1cib/data/Document.SalesInvoice?ref=b76197e183b782dc11eb70fac68f8cd7","aa00a8fa-94ef-4a04-8c86-83083b963092","e1cib/data/Catalog.Currencies?ref=aa78120ed92fbced11eaf113ba6c1855","1","1","False","1","e1cib/data/ChartOfCharacteristicTypes.CurrencyMovementType?ref=aa78120ed92fbced11eaf113ba6c185f","26 400"
"e1cib/data/Document.SalesInvoice?ref=b76197e183b782dc11eb70fac68f8cd7","aa00a8fa-94ef-4a04-8c86-83083b963092","e1cib/data/Catalog.Currencies?ref=aa78120ed92fbced11eaf113ba6c1855","1","1","False","1","e1cib/data/ChartOfCharacteristicTypes.CurrencyMovementType?ref=aa78120ed92fbced11eaf113ba6c185d","26 400"
"e1cib/data/Document.SalesInvoice?ref=b76197e183b782dc11eb70fac68f8cd7","aa00a8fa-94ef-4a04-8c86-83083b963092","e1cib/data/Catalog.Currencies?ref=aa78120ed92fbced11eaf113ba6c1855","0,1712","5,8411","False","1","e1cib/data/ChartOfCharacteristicTypes.CurrencyMovementType?ref=aa78120ed92fbced11eaf113ba6c185e","4 519,68"
"e1cib/data/Document.SalesInvoice?ref=b76197e183b782dc11eb70fac68f8cda","883a90f9-6574-42e4-96ff-7bea6c0dd120","e1cib/data/Catalog.Currencies?ref=aa78120ed92fbced11eaf113ba6c1855","1","1","False","1","e1cib/data/ChartOfCharacteristicTypes.CurrencyMovementType?ref=aa78120ed92fbced11eaf113ba6c185f","26 400"
"e1cib/data/Document.SalesInvoice?ref=b76197e183b782dc11eb70fac68f8cda","883a90f9-6574-42e4-96ff-7bea6c0dd120","e1cib/data/Catalog.Currencies?ref=aa78120ed92fbced11eaf113ba6c1855","1","1","False","1","e1cib/data/ChartOfCharacteristicTypes.CurrencyMovementType?ref=aa78120ed92fbced11eaf113ba6c185d","26 400"
"e1cib/data/Document.SalesInvoice?ref=b76197e183b782dc11eb70fac68f8cda","883a90f9-6574-42e4-96ff-7bea6c0dd120","e1cib/data/Catalog.Currencies?ref=aa78120ed92fbced11eaf113ba6c1855","0,1712","5,8411","False","1","e1cib/data/ChartOfCharacteristicTypes.CurrencyMovementType?ref=aa78120ed92fbced11eaf113ba6c185e","4 519,68"
"e1cib/data/Document.SalesInvoice?ref=b76197e183b782dc11eb71c58f300f39","1f4c81ac-9871-4ffd-9c41-fe27576ad01e","e1cib/data/Catalog.Currencies?ref=aa78120ed92fbced11eaf113ba6c1855","1","1","False","1","e1cib/data/ChartOfCharacteristicTypes.CurrencyMovementType?ref=aa78120ed92fbced11eaf113ba6c185f","13 000"
"e1cib/data/Document.SalesInvoice?ref=b76197e183b782dc11eb71c58f300f39","1f4c81ac-9871-4ffd-9c41-fe27576ad01e","e1cib/data/Catalog.Currencies?ref=aa78120ed92fbced11eaf113ba6c1855","1","1","False","1","e1cib/data/ChartOfCharacteristicTypes.CurrencyMovementType?ref=aa78120ed92fbced11eaf113ba6c185d","13 000"
"e1cib/data/Document.SalesInvoice?ref=b76197e183b782dc11eb71c58f300f39","1f4c81ac-9871-4ffd-9c41-fe27576ad01e","e1cib/data/Catalog.Currencies?ref=aa78120ed92fbced11eaf113ba6c1855","0,1712","5,8411","False","1","e1cib/data/ChartOfCharacteristicTypes.CurrencyMovementType?ref=aa78120ed92fbced11eaf113ba6c185e","2 225,6"
"e1cib/data/Document.SalesInvoice?ref=b762b13668d0905011eb9de0b285d99b","d665db7e-98ea-4135-8d2f-868610c3a7ea","e1cib/data/Catalog.Currencies?ref=aa78120ed92fbced11eaf113ba6c1855","1","1","False","1","e1cib/data/ChartOfCharacteristicTypes.CurrencyMovementType?ref=aa78120ed92fbced11eaf113ba6c185f","1 180"
"e1cib/data/Document.SalesInvoice?ref=b762b13668d0905011eb9de0b285d99b","d665db7e-98ea-4135-8d2f-868610c3a7ea","e1cib/data/Catalog.Currencies?ref=aa78120ed92fbced11eaf113ba6c1855","1","1","False","1","e1cib/data/ChartOfCharacteristicTypes.CurrencyMovementType?ref=aa78120ed92fbced11eaf113ba6c185d","1 180"
"e1cib/data/Document.SalesInvoice?ref=b762b13668d0905011eb9de0b285d99b","d665db7e-98ea-4135-8d2f-868610c3a7ea","e1cib/data/Catalog.Currencies?ref=aa78120ed92fbced11eaf113ba6c1855","0,1712","5,8411","False","1","e1cib/data/ChartOfCharacteristicTypes.CurrencyMovementType?ref=aa78120ed92fbced11eaf113ba6c185e","202,02"
