Image Name                     PID Session Name        Session#    Mem Usage
firefox.exe                  14608 RDP-Tcp#128                2    116В 656 K
firefox.exe                  16544 RDP-Tcp#82                 6     90В 668 K
firefox.exe                  17276 RDP-Tcp#82                 6     54В 468 K
firefox.exe                  17916 RDP-Tcp#128                2     61В 356 K
fontdrvhost.exe               6716                            5      3В 228 K
fontdrvhost.exe              12024 RDP-Tcp#73                 4      6В 324 K
fontdrvhost.exe              16188                            3      3В 232 K
fontdrvhost.exe              17340 RDP-Tcp#82                 6      3В 768 K
GitHubDesktop.exe             4636 RDP-Tcp#82                 6    131В 900 K
GitHubDesktop.exe            12312 RDP-Tcp#82                 6     68В 868 K
GitHubDesktop.exe            12972 RDP-Tcp#82                 6     25В 564 K
GitHubDesktop.exe            16944 RDP-Tcp#82                 6     58В 596 K
IpOverUsbSvc.exe              2408 Services                   0     12В 552 K
java.exe                       692                            5    530В 448 K
java.exe                      6692                            3     38В 824 K
java.exe                      7280 RDP-Tcp#73                 4     39В 168 K
java.exe                      7532                            3    583В 472 K
java.exe                      9996 RDP-Tcp#73                 4    632В 728 K
java.exe                     10152                            5     38В 496 K
java.exe                     17472 RDP-Tcp#73                 4  1В 029В 076 K
LogonUI.exe                   1008 Console                    1     42В 272 K
lsass.exe                      744 Services                   0     24В 904 K
msdtc.exe                     8180 Services                   0      9В 380 K
MsMpEng.exe                   2356 Services                   0    344В 848 K
NisSrv.exe                    3464 Services                   0     11В 564 K
OfficeClickToRun.exe          2184 Services                   0     46В 712 K
powershell.exe                8568 RDP-Tcp#73                 4    104В 384 K
powershell.exe               11140 RDP-Tcp#73                 4    127В 092 K
powershell.exe               14056 RDP-Tcp#73                 4    122В 592 K
powershell.exe               14856 RDP-Tcp#73                 4    140В 128 K
powershell.exe               15060 RDP-Tcp#73                 4    985В 624 K
powershell.exe               15348 RDP-Tcp#73                 4    216В 956 K
RDCMan.exe                    3752 RDP-Tcp#128                2    148В 240 K
rdpclip.exe                   4132 RDP-Tcp#128                2     10В 604 K
rdpclip.exe                   5480                            3      9В 736 K
rdpclip.exe                   6608 RDP-Tcp#73                 4     10В 624 K
rdpclip.exe                   8600                            5      9В 752 K
rdpclip.exe                  14616 RDP-Tcp#82                 6     10В 856 K
RuntimeBroker.exe             3796 RDP-Tcp#128                2     21В 744 K
RuntimeBroker.exe             5728                            3     23В 048 K
RuntimeBroker.exe             6588 RDP-Tcp#73                 4     38В 564 K
RuntimeBroker.exe             8872                            5     25В 128 K
RuntimeBroker.exe            13300 RDP-Tcp#82                 6     32В 844 K
SearchUI.exe                  4992 RDP-Tcp#128                2     37В 100 K
SearchUI.exe                  5932                            3     35В 152 K
SearchUI.exe                  7824 RDP-Tcp#73                 4     35В 232 K
SearchUI.exe                  9156                            5     35В 136 K
SearchUI.exe                 13136 RDP-Tcp#82                 6     53В 360 K
services.exe                   736 Services                   0      9В 300 K
ShellExperienceHost.exe       4900 RDP-Tcp#128                2     35В 368 K
ShellExperienceHost.exe       5804                            3     35В 096 K
ShellExperienceHost.exe       7700 RDP-Tcp#73                 4     35В 204 K
ShellExperienceHost.exe       9092                            5     35В 516 K
ShellExperienceHost.exe      14828 RDP-Tcp#82                 6     59В 844 K
sihost.exe                    4176 RDP-Tcp#128                2     18В 616 K
sihost.exe                    5512                            3     19В 276 K
sihost.exe                    6640 RDP-Tcp#73                 4     18В 972 K
sihost.exe                    8624                            5     18В 924 K
sihost.exe                   15648 RDP-Tcp#82                 6     19В 528 K
smss.exe                       404 Services                   0      1В 348 K
spoolsv.exe                   1684 Services                   0     21В 120 K
sppsvc.exe                    2352 Services                   0     18В 832 K
svchost.exe                     96 Services                   0    240В 316 K
svchost.exe                    472 Services                   0     27В 784 K
svchost.exe                    800 Services                   0     23В 324 K
svchost.exe                    848 Services                   0     23В 256 K
svchost.exe                    908 Services                   0     16В 484 K
svchost.exe                   1036 Services                   0     21В 660 K
svchost.exe                   1184 Services                   0     29В 516 K
svchost.exe                   1212 Services                   0     63В 104 K
svchost.exe                   1348 Services                   0     24В 080 K
svchost.exe                   1356 Services                   0      7В 496 K
svchost.exe                   1708 Services                   0     10В 232 K
svchost.exe                   2252 Services                   0      7В 936 K
svchost.exe                   2260 Services                   0     15В 792 K
svchost.exe                   2268 Services                   0     22В 520 K
svchost.exe                   2340 Services                   0     24В 340 K
svchost.exe                   3020 Services                   0      6В 636 K
svchost.exe                   4272 RDP-Tcp#128                2     19В 588 K
svchost.exe                   5524                            3     19В 568 K
svchost.exe                   6660 RDP-Tcp#73                 4     19В 592 K
svchost.exe                   8420 Services                   0      7В 124 K
svchost.exe                   8632                            5     19В 716 K
svchost.exe                  16336 RDP-Tcp#82                 6     19В 884 K
System                           4 Services                   0        140 K
System Idle Process              0 Services                   0          4 K
taskhostw.exe                 4312 RDP-Tcp#128                2     15В 360 K
taskhostw.exe                 5588                            3     13В 804 K
taskhostw.exe                 6368 RDP-Tcp#73                 4     15В 680 K
taskhostw.exe                 8680                            5     13В 612 K
taskhostw.exe                15904 RDP-Tcp#82                 6     17В 156 K
tasklist.exe                  4588 RDP-Tcp#73                 4      8В 016 K
Taskmgr.exe                   2296 RDP-Tcp#128                2     40В 952 K
wininit.exe                    596 Services                   0      5В 180 K
winlogon.exe                   668 Console                    1      8В 684 K
winlogon.exe                  3856 RDP-Tcp#128                2      7В 816 K
winlogon.exe                  5008                            3      8В 256 K
winlogon.exe                  5084                            5      8В 224 K
winlogon.exe                  7016 RDP-Tcp#73                 4      8В 316 K
winlogon.exe                 17968 RDP-Tcp#82                 6      8В 388 K
wlms.exe                      2456 Services                   0      3В 164 K
WmiPrvSE.exe                 12620 Services                   0     21В 316 K
