Image Name                     PID Session Name        Session#    Mem Usage
java.exe                      7532                            3    601В 008 K
java.exe                      9996 RDP-Tcp#73                 4    638В 228 K
java.exe                     10152                            5     38В 496 K
java.exe                     17472 RDP-Tcp#73                 4  1В 052В 168 K
LogonUI.exe                   1008 Console                    1     42В 272 K
lsass.exe                      744 Services                   0     24В 852 K
msdtc.exe                     8180 Services                   0      9В 380 K
MsMpEng.exe                   2356 Services                   0    321В 916 K
NisSrv.exe                    3464 Services                   0     11В 532 K
OfficeClickToRun.exe          2184 Services                   0     46В 712 K
powershell.exe                7528 RDP-Tcp#73                 4    113В 556 K
powershell.exe                9280 RDP-Tcp#73                 4    232В 824 K
powershell.exe               11008 RDP-Tcp#73                 4    231В 004 K
powershell.exe               12136 RDP-Tcp#73                 4    160В 680 K
powershell.exe               15060 RDP-Tcp#73                 4    865В 052 K
powershell.exe               15404 RDP-Tcp#73                 4    125В 544 K
RDCMan.exe                    3752 RDP-Tcp#128                2    148В 240 K
rdpclip.exe                   4132 RDP-Tcp#128                2     10В 604 K
rdpclip.exe                   5480                            3      9В 736 K
rdpclip.exe                   6608 RDP-Tcp#73                 4     10В 624 K
rdpclip.exe                   8600                            5      9В 752 K
rdpclip.exe                  14616 RDP-Tcp#82                 6     10В 772 K
RuntimeBroker.exe             3796 RDP-Tcp#128                2     21В 744 K
RuntimeBroker.exe             5728                            3     24В 732 K
RuntimeBroker.exe             6588 RDP-Tcp#73                 4     39В 792 K
RuntimeBroker.exe             8872                            5     25В 128 K
RuntimeBroker.exe            13300 RDP-Tcp#82                 6     32В 552 K
SearchUI.exe                  4992 RDP-Tcp#128                2     37В 100 K
SearchUI.exe                  5932                            3     35В 152 K
SearchUI.exe                  7824 RDP-Tcp#73                 4     35В 232 K
SearchUI.exe                  9156                            5     35В 136 K
SearchUI.exe                 13136 RDP-Tcp#82                 6     53В 400 K
services.exe                   736 Services                   0      9В 296 K
ShellExperienceHost.exe       4900 RDP-Tcp#128                2     35В 368 K
ShellExperienceHost.exe       5804                            3     35В 096 K
ShellExperienceHost.exe       7700 RDP-Tcp#73                 4     35В 204 K
ShellExperienceHost.exe       9092                            5     35В 516 K
ShellExperienceHost.exe      14828 RDP-Tcp#82                 6     59В 956 K
sihost.exe                    4176 RDP-Tcp#128                2     18В 572 K
sihost.exe                    5512                            3     19В 208 K
sihost.exe                    6640 RDP-Tcp#73                 4     18В 992 K
sihost.exe                    8624                            5     18В 920 K
sihost.exe                   15648 RDP-Tcp#82                 6     19В 512 K
smss.exe                       404 Services                   0      1В 348 K
spoolsv.exe                   1684 Services                   0     21В 236 K
sppsvc.exe                    2352 Services                   0     18В 624 K
svchost.exe                     96 Services                   0    244В 448 K
svchost.exe                    472 Services                   0     27В 912 K
svchost.exe                    800 Services                   0     23В 508 K
svchost.exe                    848 Services                   0     23В 372 K
svchost.exe                    908 Services                   0     16В 692 K
svchost.exe                   1036 Services                   0     21В 700 K
svchost.exe                   1184 Services                   0     29В 432 K
svchost.exe                   1212 Services                   0     62В 960 K
svchost.exe                   1348 Services                   0     24В 012 K
svchost.exe                   1356 Services                   0      7В 508 K
svchost.exe                   1708 Services                   0     10В 252 K
svchost.exe                   2252 Services                   0      7В 960 K
svchost.exe                   2260 Services                   0     15В 796 K
svchost.exe                   2268 Services                   0     22В 740 K
svchost.exe                   2340 Services                   0     24В 316 K
svchost.exe                   3020 Services                   0      6В 636 K
svchost.exe                   4272 RDP-Tcp#128                2     19В 588 K
svchost.exe                   5524                            3     19В 568 K
svchost.exe                   6660 RDP-Tcp#73                 4     19В 592 K
svchost.exe                   8420 Services                   0      7В 172 K
svchost.exe                   8632                            5     19В 716 K
svchost.exe                  16336 RDP-Tcp#82                 6     19В 884 K
System                           4 Services                   0        140 K
System Idle Process              0 Services                   0          4 K
taskhostw.exe                 4312 RDP-Tcp#128                2     15В 360 K
taskhostw.exe                 5588                            3     13В 804 K
taskhostw.exe                 6368 RDP-Tcp#73                 4     15В 680 K
taskhostw.exe                 8680                            5     13В 612 K
taskhostw.exe                15904 RDP-Tcp#82                 6     17В 228 K
tasklist.exe                 15948 RDP-Tcp#73                 4      8В 060 K
Taskmgr.exe                   2296 RDP-Tcp#128                2     40В 960 K
wininit.exe                    596 Services                   0      5В 184 K
winlogon.exe                   668 Console                    1      8В 684 K
winlogon.exe                  3856 RDP-Tcp#128                2      7В 816 K
winlogon.exe                  5008                            3      8В 256 K
winlogon.exe                  5084                            5      8В 224 K
winlogon.exe                  7016 RDP-Tcp#73                 4      8В 316 K
winlogon.exe                 17968 RDP-Tcp#82                 6      8В 388 K
wlms.exe                      2456 Services                   0      3В 140 K
WmiPrvSE.exe                 12620 Services                   0     19В 544 K
