"Ref","Key","CurrencyFrom","Rate","ReverseRate","ShowReverseRate","Multiplicity","MovementType","Amount"
"e1cib/data/Document.OpeningEntry?ref=aa78120ed92fbced11eaf13781d92272","bf356aba-9a39-40c9-a233-b289e8cfe851","e1cib/data/Catalog.Currencies?ref=aa78120ed92fbced11eaf113ba6c1855","1","1","False","1","e1cib/data/ChartOfCharacteristicTypes.CurrencyMovementType?ref=aa78120ed92fbced11eaf113ba6c185f","100"
"e1cib/data/Document.OpeningEntry?ref=aa78120ed92fbced11eaf13781d92272","bf356aba-9a39-40c9-a233-b289e8cfe851","e1cib/data/Catalog.Currencies?ref=aa78120ed92fbced11eaf113ba6c1855","1","1","False","1","e1cib/data/ChartOfCharacteristicTypes.CurrencyMovementType?ref=aa78120ed92fbced11eaf113ba6c185d","100"
"e1cib/data/Document.OpeningEntry?ref=aa78120ed92fbced11eaf13781d92272","bf356aba-9a39-40c9-a233-b289e8cfe851","e1cib/data/Catalog.Currencies?ref=aa78120ed92fbced11eaf113ba6c1855","5,84","0,1712","False","1","e1cib/data/ChartOfCharacteristicTypes.CurrencyMovementType?ref=aa78120ed92fbced11eaf113ba6c185e","17,12"
"e1cib/data/Document.OpeningEntry?ref=aa78120ed92fbced11eaf13781d92274","91f40d80-ad61-4458-ad9f-f5b9d5855710","e1cib/data/Catalog.Currencies?ref=aa78120ed92fbced11eaf113ba6c1855","1","1","False","1","e1cib/data/ChartOfCharacteristicTypes.CurrencyMovementType?ref=aa78120ed92fbced11eaf113ba6c185f","100"
"e1cib/data/Document.OpeningEntry?ref=aa78120ed92fbced11eaf13781d92274","91f40d80-ad61-4458-ad9f-f5b9d5855710","e1cib/data/Catalog.Currencies?ref=aa78120ed92fbced11eaf113ba6c1855","1","1","False","1","e1cib/data/ChartOfCharacteristicTypes.CurrencyMovementType?ref=aa78120ed92fbced11eaf113ba6c185d","100"
"e1cib/data/Document.OpeningEntry?ref=aa78120ed92fbced11eaf13781d92274","91f40d80-ad61-4458-ad9f-f5b9d5855710","e1cib/data/Catalog.Currencies?ref=aa78120ed92fbced11eaf113ba6c1855","5,84","0,1712","False","1","e1cib/data/ChartOfCharacteristicTypes.CurrencyMovementType?ref=aa78120ed92fbced11eaf113ba6c185e","17,12"
"e1cib/data/Document.OpeningEntry?ref=aa78120ed92fbced11eaf13781d92275","55694eca-32b1-48f9-b074-3481f64b5ac2","e1cib/data/Catalog.Currencies?ref=aa78120ed92fbced11eaf113ba6c1855","1","1","False","1","e1cib/data/ChartOfCharacteristicTypes.CurrencyMovementType?ref=aa78120ed92fbced11eaf113ba6c185f","100"
"e1cib/data/Document.OpeningEntry?ref=aa78120ed92fbced11eaf13781d92275","55694eca-32b1-48f9-b074-3481f64b5ac2","e1cib/data/Catalog.Currencies?ref=aa78120ed92fbced11eaf113ba6c1855","1","1","False","1","e1cib/data/ChartOfCharacteristicTypes.CurrencyMovementType?ref=aa78120ed92fbced11eaf113ba6c185d","100"
"e1cib/data/Document.OpeningEntry?ref=aa78120ed92fbced11eaf13781d92275","55694eca-32b1-48f9-b074-3481f64b5ac2","e1cib/data/Catalog.Currencies?ref=aa78120ed92fbced11eaf113ba6c1855","0,17","5,8824","False","1","e1cib/data/ChartOfCharacteristicTypes.CurrencyMovementType?ref=aa78120ed92fbced11eaf113ba6c185e","17,12"
"e1cib/data/Document.OpeningEntry?ref=aa78120ed92fbced11eaf13781d92275","c3a0a653-6043-498c-b2b1-1e875a0fb7fa","e1cib/data/Catalog.Currencies?ref=aa78120ed92fbced11eaf113ba6c1855","1","1","False","1","e1cib/data/ChartOfCharacteristicTypes.CurrencyMovementType?ref=aa78120ed92fbced11eaf113ba6c185f","200"
"e1cib/data/Document.OpeningEntry?ref=aa78120ed92fbced11eaf13781d92275","c3a0a653-6043-498c-b2b1-1e875a0fb7fa","e1cib/data/Catalog.Currencies?ref=aa78120ed92fbced11eaf113ba6c1855","1","1","False","1","e1cib/data/ChartOfCharacteristicTypes.CurrencyMovementType?ref=aa78120ed92fbced11eaf113ba6c185d","200"
"e1cib/data/Document.OpeningEntry?ref=aa78120ed92fbced11eaf13781d92275","c3a0a653-6043-498c-b2b1-1e875a0fb7fa","e1cib/data/Catalog.Currencies?ref=aa78120ed92fbced11eaf113ba6c1855","0,17","5,8824","False","1","e1cib/data/ChartOfCharacteristicTypes.CurrencyMovementType?ref=aa78120ed92fbced11eaf113ba6c185e","34"
"e1cib/data/Document.OpeningEntry?ref=aa78120ed92fbced11eaf13781d92275","c62ab6b1-5747-4be1-a3c9-5eb8bf509ede","e1cib/data/Catalog.Currencies?ref=aa78120ed92fbced11eaf113ba6c1855","1","1","False","1","e1cib/data/ChartOfCharacteristicTypes.CurrencyMovementType?ref=aa78120ed92fbced11eaf113ba6c185f","200"
"e1cib/data/Document.OpeningEntry?ref=aa78120ed92fbced11eaf13781d92275","c62ab6b1-5747-4be1-a3c9-5eb8bf509ede","e1cib/data/Catalog.Currencies?ref=aa78120ed92fbced11eaf113ba6c1855","1","1","False","1","e1cib/data/ChartOfCharacteristicTypes.CurrencyMovementType?ref=aa78120ed92fbced11eaf113ba6c185d","200"
"e1cib/data/Document.OpeningEntry?ref=aa78120ed92fbced11eaf13781d92275","c62ab6b1-5747-4be1-a3c9-5eb8bf509ede","e1cib/data/Catalog.Currencies?ref=aa78120ed92fbced11eaf113ba6c1855","0,1712","5,8411","False","1","e1cib/data/ChartOfCharacteristicTypes.CurrencyMovementType?ref=aa78120ed92fbced11eaf113ba6c185e","34,24"
