"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 07 15:36:01 EEST 2021","Thu Oct 07 15:36:03 EEST 2021","1830","","","","","","950023 check role Full access only read (Contact info sets)",""
"passed","Thu Oct 07 15:36:05 EEST 2021","Thu Oct 07 15:36:08 EEST 2021","2849","","","","","","950025 check role Full access only read (Plugins)",""
"passed","Thu Oct 07 15:37:26 EEST 2021","Thu Oct 07 15:37:28 EEST 2021","2036","","","","","","950063 check role Full access only read (Internal supply request)",""
"passed","Thu Oct 07 15:35:08 EEST 2021","Thu Oct 07 15:35:34 EEST 2021","26505","","","","","","950013 check role Full access only read (Items and item key)",""
"passed","Thu Oct 07 15:37:49 EEST 2021","Thu Oct 07 15:37:51 EEST 2021","2453","","","","","","950075 check role Full access only read (Opening entry)",""
"passed","Thu Oct 07 15:37:08 EEST 2021","Thu Oct 07 15:37:11 EEST 2021","2434","","","","","","950056 check role Full access only read (Cash revenue)",""
"passed","Thu Oct 07 15:42:19 EEST 2021","Thu Oct 07 15:42:36 EEST 2021","16532","","","","","","950403 check function option UseLockDataModification",""
"passed","Thu Oct 07 15:46:30 EEST 2021","Thu Oct 07 15:47:07 EEST 2021","36733","","","","","","950411 create rules for catalog (<)",""
"passed","Thu Oct 07 15:36:43 EEST 2021","Thu Oct 07 15:36:46 EEST 2021","2856","","","","","","950046 check role Full access only read (Purchase order)",""
"passed","Thu Oct 07 15:37:51 EEST 2021","Thu Oct 07 15:37:53 EEST 2021","1833","","","","","","950076 check role Full access only read (Retail customers)",""
"passed","Thu Oct 07 15:36:20 EEST 2021","Thu Oct 07 15:36:24 EEST 2021","3253","","","","","","950037 check role Full access only read (Item segments)",""
"passed","Thu Oct 07 15:37:11 EEST 2021","Thu Oct 07 15:37:13 EEST 2021","2846","","","","","","950057 check role Full access only read (Cash transfer order)",""
"passed","Thu Oct 07 15:36:40 EEST 2021","Thu Oct 07 15:36:43 EEST 2021","2627","","","","","","950045 check role Full access only read (Price list)",""
"passed","Thu Oct 07 15:37:23 EEST 2021","Thu Oct 07 15:37:26 EEST 2021","2643","","","","","","950062 check role Full access only read (Outgoing payment order)",""
"passed","Thu Oct 07 15:36:14 EEST 2021","Thu Oct 07 15:36:16 EEST 2021","2061","","","","","","950031 check role Full access only read (UI groups)",""
"passed","Thu Oct 07 15:42:36 EEST 2021","Thu Oct 07 15:43:20 EEST 2021","44732","","","","","","950405 create reasons for documents with different comparison type",""
"passed","Thu Oct 07 15:47:07 EEST 2021","Thu Oct 07 15:47:46 EEST 2021","39214","","","","","","950412 create rules for catalog (<=)",""
"passed","Thu Oct 07 15:35:49 EEST 2021","Thu Oct 07 15:35:51 EEST 2021","2030","","","","","","950019 check role Full access only read (User groups)",""
"passed","Thu Oct 07 15:35:34 EEST 2021","Thu Oct 07 15:35:38 EEST 2021","3776","","","","","","950014 check role Full access only read (Item units)",""
"passed","Thu Oct 07 15:44:01 EEST 2021","Thu Oct 07 15:44:37 EEST 2021","36315","","","","","","9504061 create rules for documents (number of days from the current date for User group)",""
"passed","Thu Oct 07 15:35:47 EEST 2021","Thu Oct 07 15:35:49 EEST 2021","2013","","","","","","950018 check role Full access only read (User access profile)",""
"passed","Thu Oct 07 15:45:11 EEST 2021","Thu Oct 07 15:46:01 EEST 2021","49359","","","","","","950407 create rules for accumulation register",""
"passed","Thu Oct 07 15:37:32 EEST 2021","Thu Oct 07 15:37:34 EEST 2021","2029","","","","","","950067 check role Full access only read (Inventory transfer orders)",""
"passed","Thu Oct 07 15:48:24 EEST 2021","Thu Oct 07 15:49:05 EEST 2021","40407","","","","","","950414 create rules for catalog (>=)",""
"passed","Thu Oct 07 15:37:05 EEST 2021","Thu Oct 07 15:37:08 EEST 2021","2849","","","","","","950055 check role Full access only read (Cash receipt)",""
"passed","Thu Oct 07 15:36:11 EEST 2021","Thu Oct 07 15:36:12 EEST 2021","1431","","","","","","950029 check role Full access only read (Hardware)",""
"passed","Thu Oct 07 15:36:51 EEST 2021","Thu Oct 07 15:36:54 EEST 2021","2631","","","","","","950049 check role Full access only read (Retail sales receipts)",""
"passed","Thu Oct 07 15:37:21 EEST 2021","Thu Oct 07 15:37:23 EEST 2021","2618","","","","","","950061 check role Full access only read (Incoming payment order)",""
"passed","Thu Oct 07 15:44:37 EEST 2021","Thu Oct 07 15:45:11 EEST 2021","34370","","","","","","9504062 create rules for documents (number of days from the current date for all objects)",""
"passed","Thu Oct 07 15:37:44 EEST 2021","Thu Oct 07 15:37:46 EEST 2021","2247","","","","","","950073 check role Full access only read (StockAdjustmentAsWriteOff)",""
"passed","Thu Oct 07 15:34:42 EEST 2021","Thu Oct 07 15:34:44 EEST 2021","2031","","","","","","950006 check role Full access only read (Company taxes)",""
"passed","Thu Oct 07 15:35:55 EEST 2021","Thu Oct 07 15:35:58 EEST 2021","2627","","","","","","950021 check role Full access only read (Additional attribute types)",""
"passed","Thu Oct 07 15:36:34 EEST 2021","Thu Oct 07 15:36:36 EEST 2021","2648","","","","","","950043 check role Full access only read (Sales return order)",""
"passed","Thu Oct 07 15:53:21 EEST 2021","Thu Oct 07 15:53:48 EEST 2021","27217","","","","","","950503 change login and check access",""
"passed","Thu Oct 07 15:37:46 EEST 2021","Thu Oct 07 15:37:49 EEST 2021","2436","","","","","","950074 check role Full access only read (ReconciliationStatement)",""
"passed","Thu Oct 07 15:36:54 EEST 2021","Thu Oct 07 15:36:57 EEST 2021","3041","","","","","","950050 check role Full access only read (Bank payment)",""
"passed","Thu Oct 07 15:37:59 EEST 2021","Thu Oct 07 15:38:02 EEST 2021","2649","","","","","","950080 check role Full access only read (Special offer types)",""
"passed","Thu Oct 07 15:52:04 EEST 2021","Thu Oct 07 15:52:23 EEST 2021","18469","","","","","","950430 create rules for attribute from extension",""
"passed","Thu Oct 07 15:38:04 EEST 2021","Thu Oct 07 15:38:06 EEST 2021","1600","","","","","","950082 check role Full access only read (Customers advances closing)",""
"passed","Thu Oct 07 15:37:30 EEST 2021","Thu Oct 07 15:37:32 EEST 2021","2044","","","","","","950066 check role Full access only read (Inventory transfers)",""
"passed","Thu Oct 07 15:35:03 EEST 2021","Thu Oct 07 15:35:05 EEST 2021","2032","","","","","","9500110 check role Full access only read (Countries)",""
"passed","Thu Oct 07 15:36:24 EEST 2021","Thu Oct 07 15:36:26 EEST 2021","2444","","","","","","950038 check role Full access only read (Customers partner terms)",""
"passed","Thu Oct 07 15:36:29 EEST 2021","Thu Oct 07 15:36:31 EEST 2021","2636","","","","","","950041 check role Full access only read (Sales invoice)",""
"passed","Thu Oct 07 15:37:57 EEST 2021","Thu Oct 07 15:37:59 EEST 2021","2223","","","","","","950079 check role Full access only read (Special offer rules)",""
"passed","Thu Oct 07 15:36:57 EEST 2021","Thu Oct 07 15:37:00 EEST 2021","3043","","","","","","950051 check role Full access only read (Bank receipt)",""
"passed","Thu Oct 07 15:53:17 EEST 2021","Thu Oct 07 15:53:21 EEST 2021","3566","","","","","","950500 preparation",""
"passed","Thu Oct 07 15:37:03 EEST 2021","Thu Oct 07 15:37:05 EEST 2021","2417","","","","","","950054 check role Full access only read (Cash payment)",""
"passed","Thu Oct 07 15:35:58 EEST 2021","Thu Oct 07 15:36:01 EEST 2021","3457","","","","","","950022 check role Full access only read (Additional attribute values)",""
"passed","Thu Oct 07 15:34:28 EEST 2021","Thu Oct 07 15:34:34 EEST 2021","5485","","","","","","950002 check role Full access only read (Cash/Bank accounts)",""
"passed","Thu Oct 07 15:37:13 EEST 2021","Thu Oct 07 15:37:16 EEST 2021","2241","","","","","","950058 check role Full access only read (Credit note)",""
"passed","Thu Oct 07 15:46:01 EEST 2021","Thu Oct 07 15:46:30 EEST 2021","29628","","","","","","950409 create rules for information register (with recorder)",""
"passed","Thu Oct 07 15:50:49 EEST 2021","Thu Oct 07 15:51:22 EEST 2021","32509","","","","","","950418 create rules for catalog (IN)",""
"passed","Thu Oct 07 15:36:36 EEST 2021","Thu Oct 07 15:36:40 EEST 2021","3659","","","","","","950044 check role Full access only read (Shipment confirmation)",""
"passed","Thu Oct 07 15:37:28 EEST 2021","Thu Oct 07 15:37:30 EEST 2021","1813","","","","","","950065 check role Full access only read (Vendors advances closing)",""
"passed","Thu Oct 07 15:35:05 EEST 2021","Thu Oct 07 15:35:08 EEST 2021","3029","","","","","","950012 check role Full access only read (Partners)",""
"passed","Thu Oct 07 15:37:36 EEST 2021","Thu Oct 07 15:37:38 EEST 2021","2022","","","","","","950069 check role Full access only read (Unbundling)",""
"passed","Thu Oct 07 15:38:06 EEST 2021","Thu Oct 07 15:38:10 EEST 2021","4105","","","","","","_999999 close TestClient session",""
"passed","Thu Oct 07 15:51:22 EEST 2021","Thu Oct 07 15:51:49 EEST 2021","27882","","","","","","950420 create rules for information register (without recorder)",""
"passed","Thu Oct 07 15:36:46 EEST 2021","Thu Oct 07 15:36:48 EEST 2021","2635","","","","","","950047 check role Full access only read (Purchas return order)",""
"passed","Thu Oct 07 15:43:20 EEST 2021","Thu Oct 07 15:44:01 EEST 2021","40393","","","","","","950406 create rules for documents (number of days from the current date for User)",""
"passed","Thu Oct 07 15:37:18 EEST 2021","Thu Oct 07 15:37:21 EEST 2021","2658","","","","","","950060 check role Full access only read (GoodsReceipt)",""
"passed","Thu Oct 07 15:36:18 EEST 2021","Thu Oct 07 15:36:20 EEST 2021","2037","","","","","","950034 check role Full access only read (Tax rate settings)",""
"passed","Thu Oct 07 15:34:44 EEST 2021","Thu Oct 07 15:34:48 EEST 2021","4275","","","","","","950007 check role Full access only read (Companies)",""
"passed","Thu Oct 07 15:37:40 EEST 2021","Thu Oct 07 15:37:42 EEST 2021","2229","","","","","","950071 check role Full access only read (Physical inventory)",""
"passed","Thu Oct 07 15:37:38 EEST 2021","Thu Oct 07 15:37:40 EEST 2021","2038","","","","","","950070 check role Full access only read (PhysicalCountByLocation)",""
"passed","Thu Oct 07 15:52:42 EEST 2021","Thu Oct 07 15:53:17 EEST 2021","34619","","","","","","950490 switch off function option and check that rules does not work",""
"passed","Thu Oct 07 15:47:46 EEST 2021","Thu Oct 07 15:48:24 EEST 2021","37778","","","","","","950413 create rules for catalog (>)",""
"passed","Thu Oct 07 15:36:03 EEST 2021","Thu Oct 07 15:36:05 EEST 2021","2237","","","","","","950024 check role Full access only read (Integration settings)",""
"passed","Thu Oct 07 15:38:10 EEST 2021","Thu Oct 07 15:40:08 EEST 2021","117571","","","","","","950100 Basic role",""
"passed","Thu Oct 07 15:35:01 EEST 2021","Thu Oct 07 15:35:03 EEST 2021","2025","","","","","","950011 check role Full access only read (Partner segment)",""
"passed","Thu Oct 07 15:34:36 EEST 2021","Thu Oct 07 15:34:38 EEST 2021","2430","","","","","","950004 check role Full access only read (ExpenseAndRevenueTypes)",""
"passed","Thu Oct 07 15:35:38 EEST 2021","Thu Oct 07 15:35:43 EEST 2021","4477","","","","","","950015 check role Full access only read (Item types)",""
"passed","Thu Oct 07 15:37:42 EEST 2021","Thu Oct 07 15:37:44 EEST 2021","2023","","","","","","950072 check role Full access only read (StockAdjustmentAsSurplus)",""
"passed","Thu Oct 07 15:36:08 EEST 2021","Thu Oct 07 15:36:10 EEST 2021","1383","","","","","","950027 check role Full access only read (Workstations)",""
"passed","Thu Oct 07 15:36:26 EEST 2021","Thu Oct 07 15:36:29 EEST 2021","2630","","","","","","950040 check role Full access only read (Vendors partner terms)",""
"passed","Thu Oct 07 15:49:05 EEST 2021","Thu Oct 07 15:49:39 EEST 2021","34555","","","","","","950415 create rules for catalog (=)",""
"passed","Thu Oct 07 15:37:16 EEST 2021","Thu Oct 07 15:37:18 EEST 2021","2223","","","","","","950059 check role Full access only read (Dedit note)",""
"passed","Thu Oct 07 15:34:38 EEST 2021","Thu Oct 07 15:34:42 EEST 2021","3247","","","","","","950005 check role Full access only read (Tax rates)",""
"passed","Thu Oct 07 15:34:57 EEST 2021","Thu Oct 07 15:35:01 EEST 2021","3897","","","","","","950010 check role Full access only read (Price types)",""
"passed","Thu Oct 07 15:34:25 EEST 2021","Thu Oct 07 15:34:28 EEST 2021","2786","","","","","","950001 check role Full access only read (Payment types)",""
"passed","Thu Oct 07 15:38:02 EEST 2021","Thu Oct 07 15:38:04 EEST 2021","2442","","","","","","950081 check role Full access only read (Special offers)",""
"passed","Thu Oct 07 15:37:34 EEST 2021","Thu Oct 07 15:37:36 EEST 2021","2037","","","","","","950068 check role Full access only read (Bundling)",""
"passed","Thu Oct 07 15:36:16 EEST 2021","Thu Oct 07 15:36:18 EEST 2021","2420","","","","","","950032 check role Full access only read (Object statuses)",""
"passed","Thu Oct 07 15:35:51 EEST 2021","Thu Oct 07 15:35:55 EEST 2021","4073","","","","","","950020 check role Full access only read (Additional attribute sets)",""
"passed","Thu Oct 07 15:40:08 EEST 2021","Thu Oct 07 15:40:23 EEST 2021","15596","","","","","","950300 preparation",""
"passed","Thu Oct 07 15:40:37 EEST 2021","Thu Oct 07 15:40:56 EEST 2021","19215","","","","","","950310 check adding user in several Access group (role combination)",""
"passed","Thu Oct 07 15:34:48 EEST 2021","Thu Oct 07 15:34:53 EEST 2021","5066","","","","","","950008 check role Full access only read (Stores)",""
"passed","Thu Oct 07 14:55:21 EEST 2021","Thu Oct 07 14:55:37 EEST 2021","16099","","","","","","_01540052 check that additional attributes and properties are displayed on the form without reopening (document DebitNote)",""
"passed","Thu Oct 07 14:55:52 EEST 2021","Thu Oct 07 14:56:09 EEST 2021","16483","","","","","","_01540054 check that additional attributes and properties are displayed on the form without reopening (Catalog_Workstations)",""
"passed","Thu Oct 07 15:11:33 EEST 2021","Thu Oct 07 15:11:48 EEST 2021","15020","","","","","","_015400693 check that additional attributes and properties are displayed on the form without reopening (Catalog_SpecialOfferType)",""
"passed","Thu Oct 07 15:00:33 EEST 2021","Thu Oct 07 15:00:46 EEST 2021","13605","","","","","","_015400647 check that additional attributes and properties are displayed on the form without reopening (Catalog_Item serial/lot number)",""
"passed","Thu Oct 07 15:10:51 EEST 2021","Thu Oct 07 15:11:05 EEST 2021","13589","","","","","","_015400690 check that additional attributes and properties are displayed on the form without reopening (Catalog_BankTerms)",""
"passed","Thu Oct 07 15:09:29 EEST 2021","Thu Oct 07 15:09:46 EEST 2021","16889","","","","","","_015400684 check that additional attributes and properties are displayed on the form without reopening (document Retail sales receipt)",""
"passed","Thu Oct 07 14:59:38 EEST 2021","Thu Oct 07 14:59:56 EEST 2021","18062","","","","","","_015400644 check that additional attributes and properties are displayed on the form without reopening (Catalog_Countries)",""
"passed","Thu Oct 07 14:56:45 EEST 2021","Thu Oct 07 14:57:03 EEST 2021","17865","","","","","","_0154006 check that additional attributes and properties are displayed on the form without reopening (document Sales invoice)",""
"passed","Thu Oct 07 15:06:55 EEST 2021","Thu Oct 07 15:07:13 EEST 2021","17497","","","","","","_015400674 check that additional attributes and properties are displayed on the form without reopening (document Purchase return)",""
"passed","Thu Oct 07 15:08:37 EEST 2021","Thu Oct 07 15:08:54 EEST 2021","16661","","","","","","_015400680 check that additional attributes and properties are displayed on the form without reopening (document Stock adjustment as surplus)",""
"passed","Thu Oct 07 15:05:47 EEST 2021","Thu Oct 07 15:06:03 EEST 2021","16043","","","","","","_015400670 check that additional attributes and properties are displayed on the form without reopening (document Outgoing payment order)",""
"passed","Thu Oct 07 15:08:19 EEST 2021","Thu Oct 07 15:08:37 EEST 2021","18276","","","","","","_015400679 check that additional attributes and properties are displayed on the form without reopening (document Shipment confirmation)",""
"passed","Thu Oct 07 15:03:21 EEST 2021","Thu Oct 07 15:03:38 EEST 2021","16870","","","","","","_015400659 check that additional attributes and properties are displayed on the form without reopening (document Cash revenue)",""
"passed","Thu Oct 07 15:09:13 EEST 2021","Thu Oct 07 15:09:29 EEST 2021","15815","","","","","","_015400683 check that additional attributes and properties are displayed on the form without reopening (document Unbundling)",""
"passed","Thu Oct 07 14:59:56 EEST 2021","Thu Oct 07 15:00:17 EEST 2021","21154","","","","","","_015400645 check that additional attributes and properties are displayed on the form without reopening (Catalog_Currencies)",""
"passed","Thu Oct 07 15:09:46 EEST 2021","Thu Oct 07 15:10:03 EEST 2021","17676","","","","","","_015400685 check that additional attributes and properties are displayed on the form without reopening (document Retail return receipt)",""
"passed","Thu Oct 07 15:11:18 EEST 2021","Thu Oct 07 15:11:33 EEST 2021","15027","","","","","","_015400692 check that additional attributes and properties are displayed on the form without reopening (Catalog_SpecialOfferRules)",""
"passed","Thu Oct 07 15:11:05 EEST 2021","Thu Oct 07 15:11:18 EEST 2021","13839","","","","","","_015400691 check that additional attributes and properties are displayed on the form without reopening (Catalog_SpecialOffers)",""
"passed","Thu Oct 07 15:13:37 EEST 2021","Thu Oct 07 15:14:45 EEST 2021","67793","","","","","","_207001 copy additional attribute values when create catalog element",""
"passed","Thu Oct 07 14:54:52 EEST 2021","Thu Oct 07 14:55:06 EEST 2021","14383","","","","","","_01540050 check that additional attributes and properties are displayed on the form without reopening (catalog User groups)",""
"passed","Thu Oct 07 15:06:22 EEST 2021","Thu Oct 07 15:06:38 EEST 2021","16239","","","","","","_015400672 check that additional attributes and properties are displayed on the form without reopening (document Physical inventory)",""
"passed","Thu Oct 07 14:57:55 EEST 2021","Thu Oct 07 14:58:13 EEST 2021","18084","","","","","","_01540057 check that additional attributes and properties are displayed on the form without reopening (Catalog_ExpenseAndRevenueTypes)",""
"passed","Thu Oct 07 14:58:13 EEST 2021","Thu Oct 07 14:58:31 EEST 2021","17518","","","","","","_01540063 check that additional attributes and properties are displayed on the form without reopening (Catalog_BusinessUnits)",""
"passed","Thu Oct 07 14:57:37 EEST 2021","Thu Oct 07 14:57:55 EEST 2021","17673","","","","","","_01540062 check that additional attributes and properties are displayed on the form without reopening (document Purchase Order)",""
"passed","Thu Oct 07 15:10:36 EEST 2021","Thu Oct 07 15:10:51 EEST 2021","14839","","","","","","_015400689 check that additional attributes and properties are displayed on the form without reopening (Catalog_RetailCustomers)",""
"passed","Thu Oct 07 14:54:21 EEST 2021","Thu Oct 07 14:54:35 EEST 2021","13813","","","","","","_0154003 check that additional attributes and properties are displayed on the form without reopening (catalog Item type)",""
"passed","Thu Oct 07 14:53:35 EEST 2021","Thu Oct 07 14:54:06 EEST 2021","31720","","","","","","_0154001 check that additional attributes and properties are displayed on the form without reopening (catalog Item key)",""
"passed","Thu Oct 07 15:01:13 EEST 2021","Thu Oct 07 15:01:29 EEST 2021","15830","","","","","","_015400650 check that additional attributes and properties are displayed on the form without reopening (Catalog_Units)",""
"passed","Thu Oct 07 14:52:25 EEST 2021","Thu Oct 07 14:53:35 EEST 2021","69390","","","","","","_0153500 preparation",""
"passed","Thu Oct 07 15:08:54 EEST 2021","Thu Oct 07 15:09:13 EEST 2021","19300","","","","","","_015400681 check that additional attributes and properties are displayed on the form without reopening (document Stock adjustment as write-off)",""
"passed","Thu Oct 07 15:07:30 EEST 2021","Thu Oct 07 15:07:47 EEST 2021","16643","","","","","","_015400676 check that additional attributes and properties are displayed on the form without reopening (document Reconciliation statement)",""
"passed","Thu Oct 07 15:00:46 EEST 2021","Thu Oct 07 15:01:00 EEST 2021","13613","","","","","","_015400648 check that additional attributes and properties are displayed on the form without reopening (Catalog_Stores)",""
"passed","Thu Oct 07 15:02:00 EEST 2021","Thu Oct 07 15:02:17 EEST 2021","16852","","","","","","_015400653 check that additional attributes and properties are displayed on the form without reopening (document Bank receipt)",""
"passed","Thu Oct 07 15:04:07 EEST 2021","Thu Oct 07 15:04:22 EEST 2021","14834","","","","","","_015400663 check that additional attributes and properties are displayed on the form without reopening (document Incoming payment order)",""
"passed","Thu Oct 07 14:57:20 EEST 2021","Thu Oct 07 14:57:37 EEST 2021","17060","","","","","","_01540061 check that additional attributes and properties are displayed on the form without reopening (document SalesOrder)",""
"passed","Thu Oct 07 15:12:42 EEST 2021","Thu Oct 07 15:13:02 EEST 2021","20309","","","","","","_015400698 check that additional attributes and properties are displayed on the form without reopening (Catalog_PartnerSegments)",""
"passed","Thu Oct 07 15:04:22 EEST 2021","Thu Oct 07 15:04:37 EEST 2021","15030","","","","","","_015400664 check that additional attributes and properties are displayed on the form without reopening (document Inventory transfer)",""
"passed","Thu Oct 07 15:13:19 EEST 2021","Thu Oct 07 15:13:37 EEST 2021","18476","","","","","","_015400700 check that additional attributes and properties are displayed on the form without reopening (document SalesOrderClosing)",""
"passed","Thu Oct 07 15:02:47 EEST 2021","Thu Oct 07 15:03:03 EEST 2021","15850","","","","","","_015400657 check that additional attributes and properties are displayed on the form without reopening (document Cash payment)",""
"passed","Thu Oct 07 15:15:53 EEST 2021","Thu Oct 07 15:15:56 EEST 2021","2932","","","","","","_999999 close TestClient session",""
"passed","Thu Oct 07 15:13:02 EEST 2021","Thu Oct 07 15:13:19 EEST 2021","16852","","","","","","_015400699 check that additional attributes and properties are displayed on the form without reopening (document PlannedReceiptReservation)",""
"passed","Thu Oct 07 15:12:04 EEST 2021","Thu Oct 07 15:12:22 EEST 2021","17900","","","","","","_015400695 check that additional attributes and properties are displayed on the form without reopening (Catalog_TaxRates)",""
"passed","Thu Oct 07 15:01:29 EEST 2021","Thu Oct 07 15:01:44 EEST 2021","15240","","","","","","_015400651 check that additional attributes and properties are displayed on the form without reopening (Catalog_Users)",""
"passed","Thu Oct 07 14:57:03 EEST 2021","Thu Oct 07 14:57:20 EEST 2021","17465","","","","","","_01540060 check that additional attributes and properties are displayed on the form without reopening (document PurchaseInvoice)",""
"passed","Thu Oct 07 15:01:44 EEST 2021","Thu Oct 07 15:02:00 EEST 2021","15998","","","","","","_015400652 check that additional attributes and properties are displayed on the form without reopening (document Bank payment)",""
"passed","Thu Oct 07 14:56:09 EEST 2021","Thu Oct 07 14:56:26 EEST 2021","17351","","","","","","_01540055 check that additional attributes and properties are displayed on the form without reopening (Catalog_Hardware)",""
"passed","Thu Oct 07 15:14:45 EEST 2021","Thu Oct 07 15:15:32 EEST 2021","46381","","","","","","_207002 copy additional attribute values when create document",""
"passed","Thu Oct 07 15:04:37 EEST 2021","Thu Oct 07 15:04:54 EEST 2021","17058","","","","","","_015400665 check that additional attributes and properties are displayed on the form without reopening (document Inventory transfer order)",""
"passed","Thu Oct 07 15:04:54 EEST 2021","Thu Oct 07 15:05:12 EEST 2021","17501","","","","","","_015400667 check that additional attributes and properties are displayed on the form without reopening (document Invoice match)",""
"passed","Thu Oct 07 14:54:35 EEST 2021","Thu Oct 07 14:54:52 EEST 2021","16816","","","","","","_0154004 check that additional attributes and properties are displayed on the form without reopening (catalog Partners)",""
"passed","Thu Oct 07 15:10:20 EEST 2021","Thu Oct 07 15:10:36 EEST 2021","15871","","","","","","_015400688 check that additional attributes and properties are displayed on the form without reopening (Catalog_PaymentTerminals)",""
"passed","Thu Oct 07 15:15:32 EEST 2021","Thu Oct 07 15:15:53 EEST 2021","21054","","","","","","_207003 copy additional atribute row in sets (isConditionSet)",""
"passed","Thu Oct 07 15:02:17 EEST 2021","Thu Oct 07 15:02:32 EEST 2021","15422","","","","","","_015400655 check that additional attributes and properties are displayed on the form without reopening (document Bundling)",""
"passed","Thu Oct 07 15:08:02 EEST 2021","Thu Oct 07 15:08:19 EEST 2021","16449","","","","","","_015400678 check that additional attributes and properties are displayed on the form without reopening (document Sales return order)",""
"passed","Thu Oct 07 15:00:17 EEST 2021","Thu Oct 07 15:00:33 EEST 2021","15419","","","","","","_015400646 check that additional attributes and properties are displayed on the form without reopening (Catalog_Price types)",""
"passed","Thu Oct 07 14:58:44 EEST 2021","Thu Oct 07 14:59:03 EEST 2021","19534","","","","","","_015400640 check that additional attributes and properties are displayed on the form without reopening (Catalog_Agreements)",""
"passed","Thu Oct 07 15:05:28 EEST 2021","Thu Oct 07 15:05:47 EEST 2021","19115","","","","","","_015400669 check that additional attributes and properties are displayed on the form without reopening (document Opening entry)",""
"passed","Thu Oct 07 15:07:13 EEST 2021","Thu Oct 07 15:07:30 EEST 2021","17856","","","","","","_015400675 check that additional attributes and properties are displayed on the form without reopening (document Purchase return order)",""
"passed","Thu Oct 07 15:06:03 EEST 2021","Thu Oct 07 15:06:22 EEST 2021","18676","","","","","","_015400671 check that additional attributes and properties are displayed on the form without reopening (document Physical count by location)",""
"passed","Thu Oct 07 14:56:26 EEST 2021","Thu Oct 07 14:56:45 EEST 2021","19011","","","","","","_01540056 check that additional attributes and properties are displayed on the form without reopening (Catalog_CashStatementStatuses)",""
"passed","Thu Oct 07 14:54:06 EEST 2021","Thu Oct 07 14:54:21 EEST 2021","15012","","","","","","_0154002 check that additional attributes and properties and properties are displayed on the form without reopening (catalog Item)",""
"passed","Thu Oct 07 15:03:03 EEST 2021","Thu Oct 07 15:03:21 EEST 2021","17667","","","","","","_015400658 check that additional attributes and properties are displayed on the form without reopening (document Cash receipt)",""
