"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"Internal","_9500AccessRights","950037 check role Full access only read (Item segments)","0","0","1","0","0"
"Internal","_9500AccessRights","950057 check role Full access only read (Cash transfer order)","0","0","1","0","0"
"Internal","_9500AccessRights","950045 check role Full access only read (Price list)","0","0","1","0","0"
"Internal","_9500AccessRights","950062 check role Full access only read (Outgoing payment order)","0","0","1","0","0"
"Internal","_9500AccessRights","950031 check role Full access only read (UI groups)","0","0","1","0","0"
"Internal","_9500AccessRights","950405 create reasons for documents with different comparison type","0","0","1","0","0"
"Internal","_9500AccessRights","950412 create rules for catalog (<=)","0","0","1","0","0"
"Internal","_9500AccessRights","950019 check role Full access only read (User groups)","0","0","1","0","0"
"Internal","_9500AccessRights","950014 check role Full access only read (Item units)","0","0","1","0","0"
"Internal","_9500AccessRights","9504061 create rules for documents (number of days from the current date for User group)","0","0","1","0","0"
"Internal","_9500AccessRights","950018 check role Full access only read (User access profile)","0","0","1","0","0"
"Internal","_9500AccessRights","950407 create rules for accumulation register","0","0","1","0","0"
"Internal","_9500AccessRights","950067 check role Full access only read (Inventory transfer orders)","0","0","1","0","0"
"Internal","_9500AccessRights","950414 create rules for catalog (>=)","0","0","1","0","0"
"Internal","_9500AccessRights","950055 check role Full access only read (Cash receipt)","0","0","1","0","0"
"Internal","_9500AccessRights","950029 check role Full access only read (Hardware)","0","0","1","0","0"
"Internal","_9500AccessRights","950049 check role Full access only read (Retail sales receipts)","0","0","1","0","0"
"Internal","_9500AccessRights","950061 check role Full access only read (Incoming payment order)","0","0","1","0","0"
"Internal","_9500AccessRights","9504062 create rules for documents (number of days from the current date for all objects)","0","0","1","0","0"
"Internal","_9500AccessRights","950073 check role Full access only read (StockAdjustmentAsWriteOff)","0","0","1","0","0"
"Internal","_9500AccessRights","950006 check role Full access only read (Company taxes)","0","0","1","0","0"
"Internal","_9500AccessRights","950021 check role Full access only read (Additional attribute types)","0","0","1","0","0"
"Internal","_9500AccessRights","950043 check role Full access only read (Sales return order)","0","0","1","0","0"
"Internal","_9500AccessRights","950503 change login and check access","0","0","1","0","0"
"Internal","_9500AccessRights","950074 check role Full access only read (ReconciliationStatement)","0","0","1","0","0"
"Internal","_9500AccessRights","950050 check role Full access only read (Bank payment)","0","0","1","0","0"
"Internal","_9500AccessRights","950080 check role Full access only read (Special offer types)","0","0","1","0","0"
"Internal","_9500AccessRights","950430 create rules for attribute from extension","0","0","1","0","0"
"Internal","_9500AccessRights","950082 check role Full access only read (Customers advances closing)","0","0","1","0","0"
"Internal","_9500AccessRights","950066 check role Full access only read (Inventory transfers)","0","0","1","0","0"
"Internal","_9500AccessRights","9500110 check role Full access only read (Countries)","0","0","1","0","0"
"Internal","_9500AccessRights","950038 check role Full access only read (Customers partner terms)","0","0","1","0","0"
"Internal","_9500AccessRights","950041 check role Full access only read (Sales invoice)","0","0","1","0","0"
"Internal","_9500AccessRights","950079 check role Full access only read (Special offer rules)","0","0","1","0","0"
"Internal","_9500AccessRights","950051 check role Full access only read (Bank receipt)","0","0","1","0","0"
"Internal","_9500AccessRights","950500 preparation","0","0","1","0","0"
"Internal","_9500AccessRights","950054 check role Full access only read (Cash payment)","0","0","1","0","0"
"Internal","_9500AccessRights","950022 check role Full access only read (Additional attribute values)","0","0","1","0","0"
"Internal","_9500AccessRights","950002 check role Full access only read (Cash/Bank accounts)","0","0","1","0","0"
"Internal","_9500AccessRights","950058 check role Full access only read (Credit note)","0","0","1","0","0"
"Internal","_9500AccessRights","950409 create rules for information register (with recorder)","0","0","1","0","0"
"Internal","_9500AccessRights","950418 create rules for catalog (IN)","0","0","1","0","0"
"Internal","_9500AccessRights","950044 check role Full access only read (Shipment confirmation)","0","0","1","0","0"
"Internal","_9500AccessRights","950065 check role Full access only read (Vendors advances closing)","0","0","1","0","0"
"Internal","_9500AccessRights","950012 check role Full access only read (Partners)","0","0","1","0","0"
"Internal","_9500AccessRights","950069 check role Full access only read (Unbundling)","0","0","1","0","0"
"Internal","_9500AccessRights","_999999 close TestClient session","0","0","1","0","0"
"Internal","_9500AccessRights","950420 create rules for information register (without recorder)","0","0","1","0","0"
"Internal","_9500AccessRights","950047 check role Full access only read (Purchas return order)","0","0","1","0","0"
"Internal","_9500AccessRights","950406 create rules for documents (number of days from the current date for User)","0","0","1","0","0"
"Internal","_9500AccessRights","950060 check role Full access only read (GoodsReceipt)","0","0","1","0","0"
"Internal","_9500AccessRights","950034 check role Full access only read (Tax rate settings)","0","0","1","0","0"
"Internal","_9500AccessRights","950007 check role Full access only read (Companies)","0","0","1","0","0"
"Internal","_9500AccessRights","950071 check role Full access only read (Physical inventory)","0","0","1","0","0"
"Internal","_9500AccessRights","950070 check role Full access only read (PhysicalCountByLocation)","0","0","1","0","0"
"Internal","_9500AccessRights","950490 switch off function option and check that rules does not work","0","0","1","0","0"
"Internal","_9500AccessRights","950413 create rules for catalog (>)","0","0","1","0","0"
"Internal","_9500AccessRights","950024 check role Full access only read (Integration settings)","0","0","1","0","0"
"Internal","_9500AccessRights","950100 Basic role","0","0","1","0","0"
"Internal","_9500AccessRights","950011 check role Full access only read (Partner segment)","0","0","1","0","0"
"Internal","_9500AccessRights","950004 check role Full access only read (ExpenseAndRevenueTypes)","0","0","1","0","0"
"Internal","_9500AccessRights","950015 check role Full access only read (Item types)","0","0","1","0","0"
"Internal","_9500AccessRights","950072 check role Full access only read (StockAdjustmentAsSurplus)","0","0","1","0","0"
"Internal","_9500AccessRights","950027 check role Full access only read (Workstations)","0","0","1","0","0"
"Internal","_9500AccessRights","950040 check role Full access only read (Vendors partner terms)","0","0","1","0","0"
"Internal","_9500AccessRights","950415 create rules for catalog (=)","0","0","1","0","0"
"Internal","_9500AccessRights","950059 check role Full access only read (Dedit note)","0","0","1","0","0"
"Internal","_9500AccessRights","950005 check role Full access only read (Tax rates)","0","0","1","0","0"
"Internal","_9500AccessRights","950010 check role Full access only read (Price types)","0","0","1","0","0"
"Internal","_9500AccessRights","950001 check role Full access only read (Payment types)","0","0","1","0","0"
"Internal","_9500AccessRights","950081 check role Full access only read (Special offers)","0","0","1","0","0"
"Internal","_9500AccessRights","950068 check role Full access only read (Bundling)","0","0","1","0","0"
"Internal","_9500AccessRights","950032 check role Full access only read (Object statuses)","0","0","1","0","0"
"Internal","_9500AccessRights","950020 check role Full access only read (Additional attribute sets)","0","0","1","0","0"
"Internal","_9500AccessRights","950300 preparation","0","0","1","0","0"
"Internal","_9500AccessRights","950310 check adding user in several Access group (role combination)","0","0","1","0","0"
"Internal","_9500AccessRights","950008 check role Full access only read (Stores)","0","0","1","0","0"
"Internal","_0910 Forms","_01540052 check that additional attributes and properties are displayed on the form without reopening (document DebitNote)","0","0","1","0","0"
"Internal","_0910 Forms","_01540054 check that additional attributes and properties are displayed on the form without reopening (Catalog_Workstations)","0","0","1","0","0"
"Internal","_0910 Forms","_015400693 check that additional attributes and properties are displayed on the form without reopening (Catalog_SpecialOfferType)","0","0","1","0","0"
"Internal","_0910 Forms","_015400647 check that additional attributes and properties are displayed on the form without reopening (Catalog_Item serial/lot number)","0","0","1","0","0"
"Internal","_0910 Forms","_015400690 check that additional attributes and properties are displayed on the form without reopening (Catalog_BankTerms)","0","0","1","0","0"
"Internal","_0910 Forms","_015400684 check that additional attributes and properties are displayed on the form without reopening (document Retail sales receipt)","0","0","1","0","0"
"Internal","_0910 Forms","_015400644 check that additional attributes and properties are displayed on the form without reopening (Catalog_Countries)","0","0","1","0","0"
"Internal","_0910 Forms","_0154006 check that additional attributes and properties are displayed on the form without reopening (document Sales invoice)","0","0","1","0","0"
"Internal","_0910 Forms","_015400674 check that additional attributes and properties are displayed on the form without reopening (document Purchase return)","0","0","1","0","0"
"Internal","_0910 Forms","_015400680 check that additional attributes and properties are displayed on the form without reopening (document Stock adjustment as surplus)","0","0","1","0","0"
"Internal","_0910 Forms","_015400670 check that additional attributes and properties are displayed on the form without reopening (document Outgoing payment order)","0","0","1","0","0"
"Internal","_0910 Forms","_015400679 check that additional attributes and properties are displayed on the form without reopening (document Shipment confirmation)","0","0","1","0","0"
"Internal","_0910 Forms","_015400659 check that additional attributes and properties are displayed on the form without reopening (document Cash revenue)","0","0","1","0","0"
"Internal","_0910 Forms","_015400683 check that additional attributes and properties are displayed on the form without reopening (document Unbundling)","0","0","1","0","0"
"Internal","_0910 Forms","_015400645 check that additional attributes and properties are displayed on the form without reopening (Catalog_Currencies)","0","0","1","0","0"
"Internal","_0910 Forms","_015400685 check that additional attributes and properties are displayed on the form without reopening (document Retail return receipt)","0","0","1","0","0"
"Internal","_0910 Forms","_015400692 check that additional attributes and properties are displayed on the form without reopening (Catalog_SpecialOfferRules)","0","0","1","0","0"
"Internal","_0910 Forms","_015400691 check that additional attributes and properties are displayed on the form without reopening (Catalog_SpecialOffers)","0","0","1","0","0"
"Internal","_0910 Forms","_207001 copy additional attribute values when create catalog element","0","0","1","0","0"
"Internal","_0910 Forms","_01540050 check that additional attributes and properties are displayed on the form without reopening (catalog User groups)","0","0","1","0","0"
"Internal","_0910 Forms","_015400672 check that additional attributes and properties are displayed on the form without reopening (document Physical inventory)","0","0","1","0","0"
"Internal","_0910 Forms","_01540057 check that additional attributes and properties are displayed on the form without reopening (Catalog_ExpenseAndRevenueTypes)","0","0","1","0","0"
"Internal","_0910 Forms","_01540063 check that additional attributes and properties are displayed on the form without reopening (Catalog_BusinessUnits)","0","0","1","0","0"
"Internal","_0910 Forms","_01540062 check that additional attributes and properties are displayed on the form without reopening (document Purchase Order)","0","0","1","0","0"
"Internal","_0910 Forms","_015400689 check that additional attributes and properties are displayed on the form without reopening (Catalog_RetailCustomers)","0","0","1","0","0"
"Internal","_0910 Forms","_0154003 check that additional attributes and properties are displayed on the form without reopening (catalog Item type)","0","0","1","0","0"
"Internal","_0910 Forms","_0154001 check that additional attributes and properties are displayed on the form without reopening (catalog Item key)","0","0","1","0","0"
"Internal","_0910 Forms","_015400650 check that additional attributes and properties are displayed on the form without reopening (Catalog_Units)","0","0","1","0","0"
"Internal","_0910 Forms","_0153500 preparation","0","0","1","0","0"
"Internal","_0910 Forms","_015400681 check that additional attributes and properties are displayed on the form without reopening (document Stock adjustment as write-off)","0","0","1","0","0"
"Internal","_0910 Forms","_015400676 check that additional attributes and properties are displayed on the form without reopening (document Reconciliation statement)","0","0","1","0","0"
"Internal","_0910 Forms","_015400648 check that additional attributes and properties are displayed on the form without reopening (Catalog_Stores)","0","0","1","0","0"
"Internal","_0910 Forms","_015400653 check that additional attributes and properties are displayed on the form without reopening (document Bank receipt)","0","0","1","0","0"
"Internal","_0910 Forms","_015400663 check that additional attributes and properties are displayed on the form without reopening (document Incoming payment order)","0","0","1","0","0"
"Internal","_0910 Forms","_01540061 check that additional attributes and properties are displayed on the form without reopening (document SalesOrder)","0","0","1","0","0"
"Internal","_0910 Forms","_015400698 check that additional attributes and properties are displayed on the form without reopening (Catalog_PartnerSegments)","0","0","1","0","0"
"Internal","_0910 Forms","_015400664 check that additional attributes and properties are displayed on the form without reopening (document Inventory transfer)","0","0","1","0","0"
"Internal","_0910 Forms","_015400700 check that additional attributes and properties are displayed on the form without reopening (document SalesOrderClosing)","0","0","1","0","0"
"Internal","_0910 Forms","_015400657 check that additional attributes and properties are displayed on the form without reopening (document Cash payment)","0","0","1","0","0"
"Internal","_0910 Forms","_999999 close TestClient session","0","0","11","0","0"
"Internal","_0910 Forms","_015400699 check that additional attributes and properties are displayed on the form without reopening (document PlannedReceiptReservation)","0","0","1","0","0"
"Internal","_0910 Forms","_015400695 check that additional attributes and properties are displayed on the form without reopening (Catalog_TaxRates)","0","0","1","0","0"
"Internal","_0910 Forms","_015400651 check that additional attributes and properties are displayed on the form without reopening (Catalog_Users)","0","0","1","0","0"
"Internal","_0910 Forms","_01540060 check that additional attributes and properties are displayed on the form without reopening (document PurchaseInvoice)","0","0","1","0","0"
"Internal","_0910 Forms","_015400652 check that additional attributes and properties are displayed on the form without reopening (document Bank payment)","0","0","1","0","0"
"Internal","_0910 Forms","_01540055 check that additional attributes and properties are displayed on the form without reopening (Catalog_Hardware)","0","0","1","0","0"
"Internal","_0910 Forms","_207002 copy additional attribute values when create document","0","0","1","0","0"
"Internal","_0910 Forms","_015400665 check that additional attributes and properties are displayed on the form without reopening (document Inventory transfer order)","0","0","1","0","0"
"Internal","_0910 Forms","_015400667 check that additional attributes and properties are displayed on the form without reopening (document Invoice match)","0","0","1","0","0"
"Internal","_0910 Forms","_0154004 check that additional attributes and properties are displayed on the form without reopening (catalog Partners)","0","0","1","0","0"
"Internal","_0910 Forms","_015400688 check that additional attributes and properties are displayed on the form without reopening (Catalog_PaymentTerminals)","0","0","1","0","0"
"Internal","_0910 Forms","_207003 copy additional atribute row in sets (isConditionSet)","0","0","1","0","0"
"Internal","_0910 Forms","_015400655 check that additional attributes and properties are displayed on the form without reopening (document Bundling)","0","0","1","0","0"
"Internal","_0910 Forms","_015400678 check that additional attributes and properties are displayed on the form without reopening (document Sales return order)","0","0","1","0","0"
"Internal","_0910 Forms","_015400646 check that additional attributes and properties are displayed on the form without reopening (Catalog_Price types)","0","0","1","0","0"
"Internal","_0910 Forms","_015400640 check that additional attributes and properties are displayed on the form without reopening (Catalog_Agreements)","0","0","1","0","0"
"Internal","_0910 Forms","_015400669 check that additional attributes and properties are displayed on the form without reopening (document Opening entry)","0","0","1","0","0"
"Internal","_0910 Forms","_015400675 check that additional attributes and properties are displayed on the form without reopening (document Purchase return order)","0","0","1","0","0"
"Internal","_0910 Forms","_015400671 check that additional attributes and properties are displayed on the form without reopening (document Physical count by location)","0","0","1","0","0"
"Internal","_0910 Forms","_01540056 check that additional attributes and properties are displayed on the form without reopening (Catalog_CashStatementStatuses)","0","0","1","0","0"
"Internal","_0910 Forms","_0154002 check that additional attributes and properties and properties are displayed on the form without reopening (catalog Item)","0","0","1","0","0"
"Internal","_0910 Forms","_015400658 check that additional attributes and properties are displayed on the form without reopening (document Cash receipt)","0","0","1","0","0"
"Internal","_0910 Forms","_01540053 check that additional attributes and properties are displayed on the form without reopening (document CreditNote)","0","0","1","0","0"
"Internal","_0910 Forms","_015400677 check that additional attributes and properties are displayed on the form without reopening (document Sales return)","0","0","1","0","0"
"Internal","_0910 Forms","_01540058 check adding additional properties for Specifications (Catalog_Specifications)","0","0","1","0","0"
"Internal","_0910 Forms","_015400641 check that additional attributes and properties are displayed on the form without reopening (Catalog_Cash/Bank accounts)","0","0","1","0","0"
"Internal","_0910 Forms","_015400649 check that additional attributes and properties are displayed on the form without reopening (Catalog_Taxes)","0","0","1","0","0"
"Internal","_0910 Forms","_015400696 check that additional attributes and properties are displayed on the form without reopening (Catalog_PaymentTypes)","0","0","1","0","0"
"Internal","_0910 Forms","_015400673 check that additional attributes and properties are displayed on the form without reopening (document Price list)","0","0","1","0","0"
"Internal","_0910 Forms","_01540051 check that additional attributes and properties are displayed on the form without reopening (document InternalSupplyRequest)","0","0","1","0","0"
"Internal","_0910 Forms","_015400668 check that additional attributes and properties are displayed on the form without reopening (document Labeling)","0","0","1","0","0"
"Internal","_0910 Forms","_015400660 check that additional attributes and properties are displayed on the form without reopening (document Cash transfer order)","0","0","1","0","0"
"Internal","_0910 Forms","_015400687 check that additional attributes and properties are displayed on the form without reopening (document Cash statement)","0","0","1","0","0"
"Internal","_0910 Forms","_015400642 check that additional attributes and properties are displayed on the form without reopening (Catalog_Companies)","0","0","1","0","0"
"Internal","_0910 Forms","_015400662 check that additional attributes and properties are displayed on the form without reopening (document Goods receipt)","0","0","1","0","0"
"Internal","_0910 Forms","_015400656 check that additional attributes and properties are displayed on the form without reopening (document Cash expense)","0","0","1","0","0"
"Internal","_0910 Forms","_015400694 check that additional attributes and properties are displayed on the form without reopening (Catalog_ItemSegments)","0","0","1","0","0"
"Internal","_1001 Advance","_1003052 check CustomersAdvancesClosing movements when unpost document and post it back","0","0","1","0","0"
"Internal","_1001 Advance","_1003002 create CustomersAdvancesClosing","0","0","1","0","0"
"Internal","_1001 Advance","_1003004 check SI movements when unpost document and post it back (closing by advance)","0","0","1","0","0"
"Internal","_1001 Advance","_1003014 check SI, Debit note closing by advance (Ap-Ar by partner term, invoice first)","0","0","1","0","0"
"Internal","_1001 Advance","_1003051 check ignore advance in the SI when post CustomersAdvancesClosing (payment first)","0","0","1","0","0"
"Internal","_1001 Advance","_1002008 check PI closing by advance (Ap-Ar by partner term, payment first)","0","0","1","0","0"
"Internal","_1001 Advance","_1002050 check ignore advance in the PI when post VendorsAdvancesClosing (payment first)","0","0","1","0","0"
"Internal","_1001 Advance","_1003012 check SI closing by advance (Ap-Ar by documents, invoice first)","0","0","1","0","0"
"Internal","_1001 Advance","_1002012 check PI closing by advance (Ap-Ar by documents, invoice first)","0","0","1","0","0"
"Internal","_1001 Advance","_1002051 check ignore advance in the PI when post VendorsAdvancesClosing (invoice first)","0","0","1","0","0"
"Internal","_1001 Advance","_1002052 check VendorsAdvancesClosing movements when unpost document and post it back","0","0","1","0","0"
"Internal","_1001 Advance","_1003000 preparation (customers advances closing)","0","0","1","0","0"
"Internal","_1001 Advance","_1003050 check ignore advance in the SI when post CustomersAdvancesClosing (invoice first)","0","0","1","0","0"
"Internal","_1001 Advance","_1002003 check PI closing by advance (Ap-Ar by documents, payment first)","0","0","1","0","0"
"Internal","_1001 Advance","_1002000 preparation (vendors advances closing)","0","0","1","0","0"
"Internal","_1001 Advance","_1002002 create VendorsAdvancesClosing","0","0","1","0","0"
"Internal","_1001 Advance","_1002004 check PI movements when unpost document and post it back (closing by advance)","0","0","1","0","0"
"Internal","_1001 Advance","_1003003 check SI closing by advance (Ap-Ar by documents, payment first)","0","0","1","0","0"
"Internal","_1001 Advance","_1002014 check PI closing by advance (Ap-Ar by partner term, invoice first)","0","0","1","0","0"
"Internal","_1000 Aging and credit limit","_1000002 check credit limit when post Sales invoice based on Sales order (Ap-Ar posting detail by documents)","0","0","1","0","0"
"Internal","_1000 Aging and credit limit","_1000000 preparation (payment terms)","0","0","1","0","0"
"Internal","_1000 Aging and credit limit","_1002003 check Aging tab in the Purchase invoice","0","0","1","0","0"
"Internal","_1000 Aging and credit limit","_999999 close TestClient session","0","0","1","0","0"
"Internal","_1000 Aging and credit limit","_1002020 create Credit note and check Aging register movements","0","0","1","0","0"
"Internal","_1000 Aging and credit limit","_1000003 create Sales invoice and check Aging tab","0","0","1","0","0"
"Internal","_1000 Aging and credit limit","_1000001 filling in payment terms","0","0","1","0","0"
"Internal","_1000 Aging and credit limit","_1000001 filling in credit limit in the Partner term","0","0","1","0","0"
"Internal","_1000 Aging and credit limit","_1020050 check the offset of Purchase invoice advance (type of settlement by documents)","0","0","1","0","0"
"Internal","_1000 Aging and credit limit","_1002015 create Bank payment and check Aging register movements","0","0","1","0","0"
"Internal","_1000 Aging and credit limit","_1000050 check the offset of Sales invoice advance (type of settlement by documents)","0","0","1","0","0"
"Internal","_1000 Aging and credit limit","_1000009 create Cash receipt and check Aging register movements","0","0","1","0","0"
"Internal","_1000 Aging and credit limit","_1000020 create Credit note and check Aging register movements","0","0","1","0","0"
"Internal","_1000 Aging and credit limit","_1002009 create Cash payment and check Aging register movements","0","0","1","0","0"
"Internal","_1000 Aging and credit limit","_1002002 filling in payment terms in the Partner term","0","0","1","0","0"
"Internal","_1000 Aging and credit limit","_1000030 create Debit note and check Aging register movements","0","0","1","0","0"
"Internal","_1000 Aging and credit limit","_1000015 create Bank receipt and check Aging register movements","0","0","1","0","0"
"Internal","_1000 Aging and credit limit","_1000002 filling in payment terms in the Partner term","0","0","1","0","0"
"Internal","_1000 Aging and credit limit","_1002000 preparation (vendors aging)","0","0","1","0","0"
"Internal","_1000 Aging and credit limit","_1020030 create Debit note and check Aging register movements","0","0","1","0","0"
"Internal","_1000 Aging and credit limit","_1000000 preparation (credit limit)","0","0","1","0","0"
"Internal","_1000 Aging and credit limit","_1000003 check credit limit when post	Sales invoice based in Shipment confirmation (Ap-Ar posting detail by partner term)","0","0","1","0","0"
"Internal","_0500 Cash management","_050011 check currency selection in Cash receipt document in case the currency is specified in the account","0","0","1","0","0"
"Internal","_0500 Cash management","_053004 check the filter by bank accounts (the choice of Cash/Bank accounts is not available) + filling in currency from the bank account in Bank payment document","0","0","1","0","0"
"Internal","_0500 Cash management","_052013 check the display of details on the form Bank receipt with the type of operation Payment from customer","0","0","1","0","0"
"Internal","_0500 Cash management","_052007 check legal name filter in tabular part in document Bank Receipt","0","0","1","0","0"
"Internal","_0500 Cash management","_052005 check input Description in the document Bank Receipt","0","0","1","0","0"
"Internal","_0500 Cash management","_053005 check input Description in the document Bank payment","0","0","1","0","0"
"Internal","_0500 Cash management","_050015 check the display of details on the form Cash receipt with the type of operation Cash transfer","0","0","1","0","0"
"Internal","_0500 Cash management","_053011 check currency selection in Bank payment document in case the currency is specified in the account","0","0","1","0","0"
"Internal","_0500 Cash management","_052008 check partner filter in tabular part in document Bank Receipt","0","0","1","0","0"
"Internal","_0500 Cash management","_051014 check the display of details on the form Cash payment with the type of operation Cash transfer order","0","0","1","0","0"
"Internal","_0500 Cash management","_052004 check the filter by bank accounts (the choice of Cash/Bank accounts is not available) + filling in currency from the bank account in Bank Receipt document","0","0","1","0","0"
"Internal","_0500 Cash management","_053013 check the display of details on the form Bank payment with the type of operation Payment to the vendor","0","0","1","0","0"
"Internal","_0500 Cash management","_051001 preparation (Cash payment)","0","0","1","0","0"
"Internal","_0500 Cash management","_051013 check the display of details on the form Cash payment with the type of operation Currency exchange","0","0","1","0","0"
"Internal","_0500 Cash management","_050003 filter check by own companies in the document Cash receipt","0","0","1","0","0"
"Internal","_0500 Cash management","_053015 check the display of details on the form Bank payment with the type of operation Cash transfer","0","0","1","0","0"
"Internal","_0500 Cash management","_050001 create Cash receipt (independently)","0","0","1","0","0"
"Internal","_0500 Cash management","_053000 preparation (Bank payment)","0","0","1","0","0"
"Internal","_0500 Cash management","_300513 check connection to CashReceipt report ""Related documents""","0","0","1","0","0"
"Internal","_0500 Cash management","_052001 create Bank receipt (independently)","0","0","1","0","0"
"Internal","_0500 Cash management","_053001 create Bank payment based on Purchase invoice","0","0","1","0","0"
"Internal","_0500 Cash management","_050007 check legal name filter in tabular part in document Cash receipt","0","0","1","0","0"
"Internal","_0500 Cash management","_300512 check connection to CashPayment report ""Related documents""","0","0","1","0","0"
"Internal","_0500 Cash management","_052011 check currency selection in Bank receipt document in case the currency is specified in the account","0","0","1","0","0"
"Internal","_0500 Cash management","_051008 check basis document filter in Cash payment","0","0","1","0","0"
"Internal","_0500 Cash management","_050004 cash filter check (bank selection not available)","0","0","1","0","0"
"Internal","_0500 Cash management","_052006 check the choice of transaction type in the document Bank Receipt","0","0","1","0","0"
"Internal","_0500 Cash management","_051004 check input Description in the documentCash payment","0","0","1","0","0"
"Internal","_0500 Cash management","_300514 check connection to BankPayment report ""Related documents""","0","0","1","0","0"
"Internal","_0500 Cash management","_052001 preparation (Bank receipt)","0","0","1","0","0"
"Internal","_0500 Cash management","_050013 check the display of details on the form Cash receipt with the type of operation Payment from customer","0","0","1","0","0"
"Internal","_0500 Cash management","_050008 check partner filter in tabular part in document Cash receipt","0","0","1","0","0"
"Internal","_0500 Cash management","_051007 check partner filter in tabular part in document Cash payment","0","0","1","0","0"
"Internal","_0500 Cash management","_051003 cash filter check (bank selection not available) in the document Cash payment","0","0","1","0","0"
"Internal","_0500 Cash management","_053006 check the choice of transaction type in the document Bank payment","0","0","1","0","0"
"Internal","_0500 Cash management","_050001 create Cash receipt based on Sales invoice","0","0","1","0","0"
"Internal","_0500 Cash management","_053007 check legal name filter in tabular part in document Bank payment","0","0","1","0","0"
"Internal","_0500 Cash management","_051005 check the choice of transaction type in the document Cash payment","0","0","1","0","0"
"Internal","_0500 Cash management","_051002 filter check by own companies in the document Cash payment","0","0","1","0","0"
"Internal","_0500 Cash management","_053008 check partner filter in tabular part in document Bank payment","0","0","1","0","0"
"Internal","_0500 Cash management","_051006 check legal name filter in tabular part in document Cash payment","0","0","1","0","0"
"Internal","_0500 Cash management","_051001 create Cash payment (independently)","0","0","1","0","0"
"Internal","_0500 Cash management","_051001 create Cash payment based on Purchase invoice","0","0","1","0","0"
"Internal","_0500 Cash management","_053003 filter check by own companies in the document Bank payment","0","0","1","0","0"
"Internal","_0500 Cash management","_300515 check connection to BankReceipt report ""Related documents""","0","0","1","0","0"
"Internal","_0500 Cash management","_050006 check the choice of transaction type in the documentCash receipt","0","0","1","0","0"
"Internal","_0500 Cash management","_050014 check the display of details on the form Cash receipt with the type of operation Currency exchange","0","0","1","0","0"
"Internal","_0500 Cash management","_051012 check the display of details on the form Cash payment with the type of operation Payment to the vendor","0","0","1","0","0"
"Internal","_0500 Cash management","_052015 check the display of details on the form Bank receipt with the type of operation Cash transfer order","0","0","1","0","0"
"Internal","_0500 Cash management","_050000 preparation (Cash receipt)","0","0","1","0","0"
"Internal","_0500 Cash management","_052003 filter check by own companies in the document Bank Receipt","0","0","1","0","0"
"Internal","_0500 Cash management","_052001 create Bank receipt based on Sales invoice","0","0","1","0","0"
"Internal","_0500 Cash management","_050005 check input Description in the documentCash receipt","0","0","1","0","0"
"Internal","_0500 Cash management","_053001 create Bank payment (independently)","0","0","1","0","0"
